Date,Description,Comments,Check Number,Amount,Balance,rent
08/02/2024,Subscripton payment,,,"-$2,600.00","$43,275.00",0
05/25/2025,Lodgings remittance,,,-$450.00,"$32,673.00",0
04/30/2025,Housing Associates,,,"-$1,800.00","$3,398.00",0
08/12/2024,RENT~MONTHLY,,,"-$1,475.00","$28,854.00",1
08/08/2025,Periodic 30th payment,,,-$500.00,"$6,506.00",0
03/31/2025,Digs payment,,,"-$2,600.00","$28,925.00",0
04/23/2025,Additional to rent - fee,,,-$900.00,"$12,768.00",0
08/27/2024,ACH to Johnson LLC,,,-$500.00,"$33,883.00",0
10/10/2024,Residential payment 5th monthly,,,-$900.00,"$36,784.00",1
12/07/2024,Property Services LLC (Unit 48C),,,"-$1,525.00","$10,035.00",1
01/09/2024,Maintenence payment,,,-$500.00,"$27,591.00",0
04/28/2025,Apartment payment + parking,,,"-$1,925.00","$14,754.00",1
08/27/2024,Place remittance,,,"-$1,200.00","$31,238.00",0
03/28/2024,Complex payment,,,-$700.00,"$14,735.00",0
04/05/2025,UTILITY - RECURRING,,,-$150.00,"$49,352.00",0
05/26/2025,RENT_INVOICE_001,,,"-$1,725.00","$45,942.00",1
12/08/2025,Flat fee,,,$750.00,"$11,072.00",0
08/04/2025,HOA fee + insurance,,,-$250.00,"$26,325.00",0
05/01/2025,Apartment 12C fee,,,"-$2,250.00","$7,836.00",1
02/02/2024,RENT>>PAYMENT,,,"-$2,350.00","$5,554.00",1
10/17/2024,Remittance to Moore,,,-$750.00,"$1,723.00",0
11/30/2024,RENT-RECURRING,,,"$1,925.00","$9,463.00",1
05/04/2025,Subscripton payment,,,"-$1,350.00","$47,509.00",0
06/11/2024,Maintenance fee incl. services,,,-$250.00,"$19,051.00",0
01/08/2024,Residential payment First Monday,,,-$875.00,"$17,176.00",1
08/05/2025,CHARGE - RECURRING,,,-$850.00,"$30,904.00",0
12/18/2025,FEE - RECURRING,,,"-$1,600.00","$28,200.00",0
07/02/2024,RENT-RECURRING,,,"$2,275.00","$13,022.00",1
02/06/2025,Monthly housing and utilities bundle,,,"-$1,425.00","$42,162.00",1
11/13/2025,Membership Every 30 days,,,-$250.00,"$37,229.00",0
01/12/2025,Abode disbursement,,,"-$2,600.00","$11,802.00",1
07/31/2024,Condo fee,,,"-$2,250.00","$49,887.00",0
07/18/2024,Unit payment,,,"-$1,100.00","$31,424.00",0
04/17/2025,Unit Management,,,-$300.00,"$31,853.00",0
06/14/2024,Monthly payment to John,,,"-$1,650.00","$49,591.00",0
06/21/2024,Mid-month transfer,,,-$50.00,"$24,467.00",0
08/09/2024,Rent..payment,,,"-$2,775.00","$4,129.00",1
02/03/2025,Premises fee with service charge,,,-$800.00,"$25,732.00",1
09/12/2024,Complex charge for residential unit,,,"-$1,300.00","$2,831.00",1
12/11/2024,RENT: UNIT 304,,,"-$1,400.00","$44,523.00",1
06/20/2024,123 Main St monthly,,,-$950.00,"$42,077.00",1
10/01/2025,Unit Management,,,"-$2,050.00","$7,939.00",1
11/27/2024,Housing Associates,,,"-$1,800.00","$31,066.00",0
03/08/2024,Dwelling disbursement plus fees,,,"-$1,800.00","$15,323.00",1
11/04/2024,Subscripton payment,,,-$125.00,"$38,303.00",0
09/14/2024,Residential payment Semi-monthly,,,"-$1,775.00","$46,463.00",1
12/06/2024,Mid-month transfer,,,"-$1,775.00","$2,156.00",1
01/26/2025,Spot payment,,,-$300.00,"$1,871.00",0
01/22/2024,Residence fee including amenities,,,"-$1,625.00","$16,961.00",1
03/02/2024,Remittance: DWELLING,,,"-$1,625.00","$14,394.00",1
08/31/2024,Residential payment Semi-monthly,,,"-$2,250.00","$21,810.00",1
06/17/2025,R3nt fee,,,"-$1,600.00","$49,029.00",1
12/16/2024,Unit Management,,,-$75.00,"$17,275.00",0
09/14/2025,RENT|AUTO,,,"-$1,725.00","$1,396.00",1
05/18/2025,Housing allocation payment,,,$725.00,"$9,228.00",1
06/26/2024,Place remittance,,,"-$1,325.00","$28,934.00",1
11/14/2024,Zelle to Davis,,,-$300.00,"$20,864.00",0
08/13/2025,Besides rent - insurance,,,-$350.00,"$24,565.00",0
01/21/2025,Building Management,,,-$700.00,"$11,215.00",0
01/21/2024,Subscripton payment,,,$100.00,"$40,005.00",0
07/20/2025,Rent (missed auto),,,"-$1,975.00","$19,561.00",1
07/29/2025,Utility fee + insurance,,,-$150.00,"$13,427.00",0
01/14/2024,RENT_INVOICE_001,,,"$2,425.00","$26,863.00",1
01/28/2025,Apart from rent - maintenance,,,-$100.00,"$9,157.00",0
08/02/2025,Mid-month transfer,,,-$700.00,"$48,333.00",0
06/05/2025,Maintenence payment,,,$75.00,"$49,212.00",0
09/05/2024,Rent payment (primary residence),,,-$625.00,"$30,849.00",1
09/17/2024,Premises Services,,,"-$1,200.00","$7,049.00",1
02/11/2025,Utilitie payment,,,"-$1,000.00","$11,867.00",0
09/15/2024,HOA fee incl. services,,,-$400.00,"$48,687.00",0
04/21/2024,Habitation remittance with utilities,,,"-$1,100.00","$27,081.00",1
01/07/2024,Subscription Calendar month,,,"-$2,100.00","$43,894.00",0
03/17/2025,Real Estate Solutions,,,-$200.00,"$12,926.00",0
04/06/2025,Digs payment,,,"-$1,225.00","$12,975.00",1
09/22/2024,Residential payment Calendar month,,,"-$2,125.00","$41,922.00",1
10/13/2025,Remittance to Moore (Unit 8B),,,-$850.00,"$16,386.00",1
05/11/2025,Utility fee + tax,,,$75.00,"$44,602.00",0
04/09/2024,End of month remittance (Unit 39C),,,"-$1,575.00","$23,087.00",1
12/10/2024,Building disbursement,,,$450.00,"$44,586.00",0
01/22/2025,Maintenance fee + insurance,,,"-$1,950.00","$10,100.00",0
09/08/2025,500 Oak Ave payment,,,"-$1,525.00","$41,524.00",1
06/11/2025,Besides rent - insurance,,,$50.00,"$22,114.00",0
10/10/2025,Unit fee for residential unit,,,"-$1,775.00","$32,754.00",1
09/19/2025,Maintenence payment,,,$700.00,"$32,203.00",0
01/29/2025,Zelle to Davis,,,"-$2,650.00","$47,967.00",1
05/10/2024,Rent payment ,,,"$1,700.00","$31,592.00",1
04/01/2025,Residential payment First Monday,,,"-$2,775.00","$12,169.00",1
04/18/2024,Rent payment (apartment),,,$625.00,"$22,397.00",1
10/14/2024,Payment to Wilson,,,-$900.00,"$44,612.00",0
07/01/2025,Premises fee with service charge,,,-$850.00,"$38,746.00",1
10/21/2025,Property fee for residential unit,,,"-$2,825.00","$15,650.00",1
04/28/2024,Check #1234 for monthly,,,-$100.00,"$13,331.00",0
08/09/2025,Building disbursement for residential unit,,,"-$2,000.00","$21,368.00",1
08/27/2025,Unit letting,,,"-$2,100.00","$45,518.00",1
06/16/2025,Accommodation remittance including tax,,,"-$1,400.00","$36,277.00",1
11/19/2024,Remittance to Moore,,,-$300.00,"$40,417.00",0
05/29/2024,Utilitie payment,,,"-$1,600.00","$46,128.00",0
10/07/2024,Residential payment Every 30 days,,,"-$3,025.00","$15,136.00",1
10/25/2024,Subscripton payment,,,-$75.00,"$47,973.00",0
08/18/2024,Rnet payment,,,"-$1,275.00","$20,601.00",1
01/23/2024,Flat fee,,,"$2,125.00","$26,648.00",1
03/14/2024,Rental payment,,,-$400.00,"$36,914.00",0
04/09/2024,Mid-month transfer,,,"-$1,400.00","$47,503.00",0
04/13/2025,Service fee + insurance,,,-$900.00,"$15,295.00",0
10/28/2025,Apartment 12C fee,,,-$925.00,"$28,991.00",1
02/27/2024,Invoice: RESIDENCE,,,"-$1,200.00","$34,779.00",1
08/30/2025,Excluding rent - HOA,,,"-$1,800.00","$8,785.00",0
02/10/2025,Rent payment (apartment),,,"-$1,275.00","$44,957.00",1
04/19/2025,RENT-RECURRING,,,"-$1,575.00","$8,864.00",1
03/25/2024,123 Main St monthly,,,"-$1,400.00","$38,527.00",1
10/07/2024,Utility fee incl. services,,,$200.00,"$47,054.00",0
11/01/2024,Tenancy payment,,,"-$2,800.00","$46,923.00",0
02/07/2025,Strata payment,,,"-$2,625.00","$39,320.00",1
07/31/2024,Residential payment 5th monthly,,,"-$1,300.00","$1,348.00",1
11/17/2024,Debit to Anderson,,,"-$1,400.00","$37,863.00",0
02/05/2024,Check #1234 for monthly,,,"$1,000.00","$12,246.00",0
11/04/2025,Remittance to Moore,,,-$75.00,"$20,228.00",0
05/23/2024,Spot payment,,,$450.00,"$24,076.00",0
12/05/2025,Residential occupancy fee,,,"-$1,400.00","$20,641.00",1
05/17/2024,Rent with included services,,,"-$3,000.00","$48,782.00",1
03/17/2024,Rental payment,,,-$600.00,"$30,888.00",0
09/17/2024,Apartment payment + parking,,,"-$2,775.00","$49,016.00",1
10/10/2025,Service fee incl. services,,,-$500.00,"$34,516.00",0
03/05/2025,RENT_INVOICE_001,,,"-$2,125.00","$40,558.00",1
03/20/2024,Unit Management (Unit 36B),,,-$850.00,"$24,777.00",1
10/06/2024,End of month remittance,,,-$300.00,"$15,563.00",0
04/17/2024,Utilitie payment,,,-$200.00,"$39,589.00",0
04/07/2024,Spot payment,,,"-$1,400.00","$40,810.00",0
02/19/2024,Mid-month transfer,,,"-$1,900.00","$27,388.00",1
08/29/2025,Monthly payment to John,,,"-$1,000.00","$10,350.00",0
08/04/2025,Utilitie payment,,,"-$1,800.00","$17,325.00",0
12/24/2025,Independent of rent - repair,,,-$500.00,"$19,076.00",0
06/17/2025,Service Calendar month,,,-$400.00,"$21,031.00",0
11/16/2024,UTILITY - MONTHLY,,,-$300.00,"$4,762.00",0
10/19/2024,Condo fee,,,-$675.00,"$48,893.00",1
05/06/2025,Rent payment (apartment),,,"-$2,750.00","$41,388.00",1
01/08/2024,Rent ;payment,,,"-$2,800.00","$49,429.00",1
09/13/2025,Rent payment ,,,"-$2,575.00","$25,055.00",1
06/10/2025,Unit fee for residential unit,,,"-$2,125.00","$25,463.00",1
12/12/2024,Residential payment 15th auto,,,"-$2,750.00","$32,662.00",1
09/28/2024,First of month payment,,,"-$1,800.00","$20,976.00",0
04/19/2025,RENT~MONTHLY,,,-$750.00,"$31,169.00",1
11/01/2024,Unit payment,,,-$500.00,"$24,234.00",0
04/13/2024,Rent payment ,,,-$900.00,"$11,073.00",1
05/06/2024,Service 1st of month,,,-$350.00,"$20,613.00",0
03/14/2025,FEE - MONTHLY,,,-$800.00,"$10,166.00",0
03/20/2025,Semi-monthly residence,,,"-$1,650.00","$26,856.00",0
12/05/2024,Membership 10th recurring,,,$250.00,"$18,419.00",0
03/07/2025,Rent payment (primary residence),,,"-$1,100.00","$27,206.00",1
05/14/2024,Check #1234 for monthly,,,"-$1,850.00","$45,855.00",0
02/23/2024,Habitation remittance with utilities,,,"-$2,150.00","$29,464.00",1
10/23/2024,ACH to Johnson LLC,,,-$700.00,"$34,504.00",0
09/12/2024,Check #1234 for monthly,,,"-$1,475.00","$47,298.00",1
12/18/2025,Rent(payment),,,"$1,225.00","$39,744.00",1
08/22/2024,Complex management remittance,,,$750.00,"$10,581.00",1
01/19/2024,Utility fee + tax,,,-$600.00,"$42,504.00",0
08/15/2024,Lease fee for residential unit,,,-$800.00,"$4,385.00",1
04/22/2024,Payment to Wilson,,,-$500.00,"$4,116.00",0
02/11/2024,My unit disbursement,,,"-$1,350.00","$40,749.00",1
03/17/2025,Facility Solutions,,,"-$1,600.00","$1,895.00",1
12/05/2024,Property payment for residential unit,,,"-$3,050.00","$16,614.00",1
08/03/2024,Tenancy payment,,,-$950.00,"$43,883.00",0
07/16/2024,Rant fee,,,-$900.00,"$20,757.00",1
07/25/2024,Lodgings remittance,,,"-$2,100.00","$17,549.00",0
01/09/2025,Non-rent housing expense,,,"-$2,100.00","$34,021.00",0
06/19/2024,Spot payment,,,"-$1,100.00","$38,104.00",1
12/11/2025,Periodic 30th payment,,,"$2,850.00","$11,847.00",1
06/05/2025,Property fee,,,-$600.00,"$1,235.00",0
08/08/2025,Recurring 1st week (Unit 33B),,,"-$2,650.00","$15,439.00",1
12/26/2025,Check #1234 for monthly,,,-$200.00,"$20,126.00",0
10/16/2025,Place I stay remittance,,,"-$1,100.00","$4,376.00",1
08/03/2024,Letting fee,,,"$1,900.00","$22,270.00",1
12/23/2025,RENT #2024-001,,,"-$1,125.00","$20,326.00",1
02/28/2024,Utility fee + insurance,,,-$300.00,"$17,776.00",0
07/04/2025,Accommodation remittance including tax,,,$975.00,"$17,865.00",1
03/28/2025,Payment to Wilson (Unit 41B),,,"-$1,125.00","$48,597.00",1
01/12/2025,Facility Solutions,,,-$100.00,"$12,541.00",0
08/06/2025,Rent payment (apartment),,,"-$1,250.00","$11,677.00",1
02/07/2025,Rent with included services,,,-$825.00,"$17,072.00",1
10/22/2025,Membership 5th monthly,,,-$650.00,"$25,764.00",0
01/22/2024,Monthly payment to John,,,"-$1,800.00","$6,478.00",0
05/26/2024,Service Semi-monthly,,,-$50.00,"$49,243.00",0
12/25/2025,Debit to Anderson,,,-$900.00,"$11,691.00",0
12/05/2024,Besides rent - insurance,,,-$75.00,"$36,626.00",0
01/22/2024,RENT: UNIT 304,,,"-$2,800.00","$28,216.00",1
01/02/2024,Residential payment 1st of month,,,"-$1,475.00","$24,154.00",1
08/19/2024,Subscription Quarterly,,,$125.00,"$15,714.00",0
10/15/2024,Building disbursement for residential unit,,,$950.00,"$6,557.00",1
09/11/2025,Residential Services,,,"-$1,275.00","$44,730.00",1
10/01/2025,FEE - MONTHLY,,,-$350.00,"$18,393.00",0
01/03/2024,RENT PAYMENT (MONTHLY),,,"-$1,100.00","$30,274.00",1
03/09/2024,Residential Services,,,"$1,750.00","$12,919.00",0
12/27/2024,Property remittance,,,-$900.00,"$42,720.00",0
05/21/2024,SERVICE - RECURRING,,,-$700.00,"$33,283.00",0
01/28/2025,Facility management disbursement,,,"-$2,650.00","$15,374.00",1
08/28/2024,Complex payment for residential unit,,,-$650.00,"$9,755.00",1
03/02/2024,Residential payment 25th standing,,,"-$1,100.00","$37,143.00",1
09/05/2024,Transfer to Miller,,,-$75.00,"$46,598.00",0
01/21/2025,Rent ;payment,,,"-$2,100.00","$7,947.00",1
05/03/2025,RENT PAYMENT (MONTHLY),,,-$625.00,"$6,176.00",1
03/19/2024,Facility management disbursement,,,"-$1,075.00","$10,182.00",1
04/26/2025,Additional to rent - fee,,,-$800.00,"$19,793.00",0
06/08/2024,Residential occupancy fee,,,"-$1,300.00","$26,977.00",1
11/27/2025,Membership First Monday,,,-$350.00,"$47,488.00",0
03/09/2025,Residential payment 20th periodic,,,-$900.00,"$9,200.00",1
02/14/2025,Rent with included services,,,"-$1,925.00","$37,653.00",1
12/10/2025,Rent payment (primary residence),,,"-$1,975.00","$25,345.00",1
07/18/2024,Check #1234 for monthly,,,-$100.00,"$22,985.00",0
09/02/2024,Unit Management (Unit 14C),,,-$650.00,"$14,220.00",1
09/03/2024,Premises Services,,,"-$3,025.00","$21,616.00",1
11/12/2024,Real estate management fee,,,"-$1,675.00","$21,609.00",1
12/30/2024,Membership Every 30 days,,,-$125.00,"$34,002.00",0
05/29/2025,RENT PAYMENT (MONTHLY),,,-$700.00,"$32,257.00",1
10/24/2024,Monthly on 15th,,,-$825.00,"$45,660.00",1
06/13/2024,Residential payment Bi-weekly,,,"-$2,650.00","$23,374.00",1
05/14/2024,Property payment,,,"-$1,600.00","$47,711.00",0
09/01/2024,Domicile Solutions,,,"-$1,100.00","$33,605.00",0
01/16/2024,My house monthly,,,"-$2,750.00","$30,806.00",1
06/22/2024,Service 10th recurring,,,-$350.00,"$5,661.00",0
12/28/2025,Rent (missed auto),,,"-$2,400.00","$29,969.00",1
05/06/2024,Residential payment First Monday,,,-$750.00,"$27,275.00",1
09/26/2025,Subscription 10th recurring,,,-$500.00,"$21,555.00",0
03/26/2024,HOA fee + insurance,,,-$75.00,"$49,564.00",0
12/17/2025,RENT - APT 5B,,,"-$1,050.00","$11,368.00",1
03/15/2024,Bi-weekly housing,,,-$800.00,"$31,702.00",0
04/21/2024,First of month payment,,,$125.00,"$29,384.00",0
02/15/2025,Building disbursement for residential unit,,,"-$1,800.00","$47,025.00",1
04/27/2024,Recurring transfer to Smith,,,"-$2,400.00","$14,989.00",0
08/04/2025,Domicile Solutions,,,"-$1,850.00","$32,025.00",0
02/25/2024,Monthly payment to John,,,"-$2,100.00","$12,541.00",1
05/25/2024,Complex management remittance,,,-$850.00,"$30,584.00",1
06/21/2025,Semi-monthly residence,,,-$750.00,"$29,084.00",0
10/31/2024,Real Estate Solutions,,,-$700.00,"$11,530.00",0
12/29/2024,Subscription Semi-monthly,,,-$50.00,"$14,012.00",0
11/14/2025,Lodgings remittance,,,"-$1,750.00","$31,058.00",1
05/26/2025,RENT: UNIT 304,,,"-$2,100.00","$1,240.00",1
05/08/2024,Utility fee + tax,,,-$250.00,"$46,642.00",0
09/07/2025,Property payment for residential unit,,,"$1,325.00","$38,803.00",1
01/14/2025,RENT - APT 5B,,,"-$1,650.00","$9,175.00",1
10/26/2025,Subscription Last day,,,-$500.00,"$35,286.00",0
04/26/2024,Subscription First Monday,,,"-$1,250.00","$26,006.00",0
11/06/2025,HOA fee incl. services,,,$400.00,"$7,502.00",0
04/16/2024,Tenancy remittance,,,"-$2,050.00","$41,883.00",1
10/10/2025,Rent payment (apartment),,,-$750.00,"$14,885.00",1
04/10/2025,Tenancy payment,,,"$1,375.00","$23,977.00",1
02/26/2025,Membership Quarterly,,,"-$1,850.00","$34,263.00",0
10/01/2024,FEE - RECURRING,,,-$700.00,"$28,168.00",0
01/16/2024,Landlord services payment,,,"-$2,650.00","$12,168.00",1
09/04/2024,Unit letting,,,-$250.00,"$4,380.00",0
05/11/2024,Membership Last day,,,-$200.00,"$11,383.00",0
08/24/2024,End of month remittance,,,-$150.00,"$26,690.00",0
07/20/2025,Property Services LLC,,,-$650.00,"$42,215.00",0
01/29/2024,Abode payment plus insurance,,,-$900.00,"$49,649.00",1
04/09/2025,Habitation remittance with utilities,,,"-$1,225.00","$15,532.00",1
07/17/2024,Digs payment,,,-$600.00,"$19,020.00",0
05/27/2024,Accommodation remittance including tax,,,-$900.00,"$40,052.00",1
04/19/2024,Where I live payment,,,"-$1,200.00","$24,684.00",1
02/04/2025,Tenancy remittance,,,"-$2,050.00","$42,004.00",1
08/03/2024,Unit payment including maintenance,,,"-$1,775.00","$12,783.00",1
01/11/2024,Membership Quarterly,,,"-$1,800.00","$23,466.00",0
05/10/2025,Membership Semi-monthly,,,"$1,550.00","$13,638.00",0
07/02/2025,123 Main St monthly,,,"-$1,075.00","$8,522.00",1
01/31/2024,Complex charge for residential unit,,,-$825.00,"$32,560.00",1
04/04/2024,Building fee for residential unit,,,"-$2,275.00","$27,210.00",1
09/13/2024,Monthly on 15th,,,"-$1,575.00","$39,507.00",1
06/18/2024,Subscripton payment,,,-$700.00,"$49,960.00",0
11/22/2024,HOA fee + insurance,,,-$250.00,"$42,464.00",0
04/05/2025,Recurring transfer to Smith,,,"-$1,600.00","$40,576.00",1
02/11/2025,Wire to Thompson,,,-$450.00,"$17,077.00",0
08/08/2024,Habitation remittance with utilities,,,"-$1,100.00","$21,879.00",1
12/02/2024,Premises Services,,,"-$1,500.00","$19,586.00",1
06/23/2025,Unit Management (Unit 39C),,,-$900.00,"$28,639.00",1
11/21/2024,SERVICE - MONTHLY,,,-$75.00,"$18,984.00",0
05/02/2024,Wire to Thompson,,,"-$1,600.00","$38,775.00",0
10/18/2024,Apartment 12C fee,,,-$675.00,"$27,398.00",1
06/30/2025,Residential payment 1st of month,,,"-$1,700.00","$7,233.00",1
11/04/2024,Mid-month transfer,,,-$500.00,"$21,524.00",0
09/19/2025,Remittance to Moore,,,-$800.00,"$8,956.00",0
09/24/2025,Transfer to Miller,,,-$75.00,"$22,158.00",0
08/19/2024,Zelle to Davis,,,-$500.00,"$1,323.00",0
09/22/2024,RENT - APT 5B,,,$900.00,"$5,917.00",1
12/03/2024,HOA fee + insurance,,,-$200.00,"$8,857.00",0
11/22/2024,RENT>>PAYMENT,,,"-$2,125.00","$35,194.00",1
08/14/2025,Rent payment (primary residence),,,"-$1,550.00","$32,634.00",1
04/04/2024,Remittance to Moore,,,"-$1,900.00","$16,884.00",1
12/12/2025,Remittance: DWELLING,,,-$725.00,"$15,164.00",1
01/29/2025,Check #1234 for monthly,,,-$450.00,"$35,579.00",0
11/15/2024,Servise payment,,,"-$1,100.00","$24,831.00",0
04/08/2025,SERVICE - RECURRING,,,"-$2,100.00","$21,129.00",0
05/30/2024,Rent payment ,,,-$925.00,"$31,202.00",1
09/30/2024,500 Oak Ave payment,,,"-$2,250.00","$37,064.00",1
12/28/2024,Rent payment ,,,"-$2,000.00","$22,871.00",1
03/27/2025,Check #1234 for monthly (Unit 25C),,,"-$2,075.00","$27,390.00",1
08/31/2025,Domicile Solutions,,,"-$2,050.00","$43,358.00",1
04/23/2024,Recurring transfer to Smith,,,"-$3,000.00","$35,873.00",1
10/09/2024,Domicile Solutions,,,"-$1,975.00","$15,410.00",1
05/22/2025,End of month remittance,,,-$250.00,"$40,079.00",0
01/04/2024,Complex Services,,,"-$1,600.00","$46,084.00",0
06/23/2024,Unit charge for residential unit,,,"-$1,225.00","$30,833.00",1
01/14/2024,Unit payment including maintenance,,,"-$1,700.00","$18,290.00",1
06/23/2024,Monthly housing and utilities bundle,,,"-$1,875.00","$33,001.00",1
04/28/2025,Tenancy remittance,,,"-$3,000.00","$35,424.00",1
05/30/2024,Rant fee,,,"-$1,650.00","$49,156.00",1
07/12/2025,Facility Solutions,,,-$350.00,"$24,109.00",0
12/28/2025,Lease charge,,,"-$1,600.00","$35,033.00",0
05/31/2024,Residential payment Calendar month,,,"-$1,425.00","$3,025.00",1
08/14/2025,R3nt fee,,,"-$1,825.00","$13,703.00",1
10/16/2025,Payment to Wilson,,,"-$1,800.00","$30,443.00",0
09/28/2024,Residential payment 25th standing,,,"-$1,775.00","$19,104.00",1
07/14/2024,Complex Services,,,-$450.00,"$30,820.00",0
10/22/2024,Monthly payment to John,,,-$900.00,"$45,624.00",0
06/19/2025,Residential payment Semi-monthly,,,"-$2,775.00","$19,891.00",1
10/28/2024,Residential occupancy fee,,,"-$1,350.00","$9,089.00",1
05/15/2025,Property remittance for residential unit,,,"-$1,800.00","$10,025.00",1
10/17/2024,Servise payment,,,-$100.00,"$49,041.00",0
03/18/2025,Tenancy payment,,,"-$1,625.00","$24,241.00",1
11/25/2025,Unit payment including maintenance,,,"-$1,900.00","$20,793.00",1
06/26/2024,Crib fee,,,-$450.00,"$14,074.00",0
05/18/2024,Besides rent - insurance,,,-$400.00,"$42,177.00",0
07/12/2025,End of month remittance,,,"-$2,600.00","$21,529.00",0
04/24/2025,Lease payment,,,-$700.00,"$37,628.00",0
03/07/2025,Residence disbursement,,,"-$1,625.00","$25,452.00",1
09/27/2025,Pad payment,,,"-$1,600.00","$26,733.00",1
02/16/2025,Premises fee with service charge,,,"-$2,625.00","$6,548.00",1
10/03/2024,RENT: UNIT 304,,,"-$1,800.00","$20,043.00",1
12/08/2025,Unit fee,,,-$125.00,"$49,454.00",0
12/19/2025,Debit to Anderson,,,"-$2,375.00","$45,281.00",1
11/04/2024,Monthly housing and utilities bundle,,,"-$2,450.00","$8,517.00",1
01/01/2024,Semi-monthly residence (Unit 7A),,,"-$1,300.00","$34,148.00",1
02/04/2025,Check #1234 for monthly,,,$400.00,"$16,396.00",0
09/19/2025,Utility fee + insurance,,,-$150.00,"$49,798.00",0
06/23/2024,Spot payment,,,"-$2,775.00","$20,007.00",1
11/14/2025,Premises Services,,,-$900.00,"$26,285.00",0
04/20/2025,Rent payment (primary residence),,,"-$1,050.00","$8,872.00",1
01/12/2024,Letting fee,,,"-$1,800.00","$30,129.00",0
12/29/2024,Residential payment First Monday,,,"-$2,250.00","$11,375.00",1
05/27/2025,SERVICE - RECURRING,,,"-$1,000.00","$43,986.00",0
12/26/2024,Accommodation remittance including tax,,,"-$1,775.00","$10,177.00",1
11/05/2025,Property fee,,,-$100.00,"$25,675.00",0
