Date,Description,Comments,Check Number,Amount,Balance,rent
06/14/2024,Domicile Solutions [ID:20240614-398] [17:38],,,-$350.00,"$39,851.00",0
07/30/2024,Debit to Anderson [ID:20240730-511] [07:15],,,"-$1,450.00","$2,896.00",0
03/10/2025,NOT rent - utilities #140046,,,-$450.00,"$5,960.00",0
11/29/2024,Unit payment for residential unit [ID:20241129-201],,,"-$1,125.00","$34,521.00",1
04/18/2025,Pad payment #741314,,,"-$2,400.00","$23,495.00",0
05/17/2024,Non-rent housing expense [TXN:177916],,,"-$2,600.00","$19,758.00",0
05/26/2024,Utility fee + insurance [TXN:513513] [11:31],,,"-$1,000.00","$5,869.00",0
12/28/2025,Debit to Anderson #242088 [23:49],,,-$75.00,"$44,569.00",0
11/03/2024,Residential payment 15th auto [TXN:923943],,,"-$1,825.00","$7,000.00",1
08/27/2024,Periodic 30th payment [TXN:192848],,,-$50.00,"$47,959.00",0
08/19/2025,NOT rent - utilities [Date:20250819],,,-$400.00,"$17,572.00",0
07/20/2025,RENT: UNIT 304 [ID:865314],,,-$925.00,"$49,563.00",1
12/09/2025,Building Management [TXN:350836],,,-$700.00,"$33,346.00",0
05/29/2025,Accommodation disbursement [Invoice:687709],,,-$700.00,"$21,009.00",1
08/15/2025,Property remittance for residential unit [TXN:964552] [06:12],,,"-$1,650.00","$8,668.00",1
02/05/2025,Membership Every 30 days [ID:756445],,,"-$1,100.00","$29,248.00",0
01/12/2024,Rant remittance [Ref:630765] [23:13],,,"-$2,850.00","$8,546.00",1
01/24/2024,Digs payment [ID:20240124-167],,,"-$1,550.00","$29,171.00",1
04/09/2025,Recurring 1st week #965609,,,"-$2,250.00","$5,931.00",0
04/05/2024,Crib fee [Payment:P4BG],,,-$750.00,"$46,221.00",1
03/02/2024,Lease payment for residential unit [Payment:OV4O],,,-$600.00,"$40,815.00",1
09/10/2024,Building Management (Unit 32A) [ID:20240910-171] [05:13],,,"-$1,800.00","$2,731.00",1
08/08/2024,HOA fee + insurance #668025,,,"-$1,200.00","$46,602.00",0
08/14/2025,Unit remittance for residential unit [Ref:YTMJ],,,"$2,600.00","$46,380.00",1
08/04/2024,Rent payment  [Invoice:425912],,,"-$3,025.00","$15,075.00",1
07/14/2025,Digs payment [ID:20250714-431],,,"-$2,000.00","$13,616.00",1
06/15/2025,Residential Services [ID:20250615-657],,,-$350.00,"$47,642.00",0
12/06/2024,Wire to Thompson [Date:20241206],,,"-$1,400.00","$8,984.00",0
01/13/2025,Unit disbursement for residential unit [Ref:176222],,,"-$1,625.00","$5,485.00",1
03/18/2024,Domicile Solutions [TXN:456290],,,-$650.00,"$23,393.00",0
01/23/2025,Rent payment (primary residence) [Ref:AK2J],,,"-$1,475.00","$18,492.00",1
08/03/2025,Property remittance [TXN:197219],,,"$1,450.00","$6,651.00",0
08/24/2025,Building payment #903159,,,-$150.00,"$48,630.00",0
08/17/2025,Monthly on 15th [Ref:ZUO7] [03:04],,,-$700.00,"$2,925.00",1
02/25/2025,Dwelling disbursement plus fees [Trans:758888] [22:26],,,-$625.00,"$35,582.00",1
05/13/2025,RENT_INVOICE_001 [ID:20250513-690],,,"-$3,000.00","$9,133.00",1
10/27/2024,ACH to Johnson LLC [Ref:985774] [23:56],,,-$900.00,"$24,181.00",0
10/25/2025,Residential payment 15th auto [ID:921198],,,"-$1,550.00","$44,402.00",1
07/18/2025,Wire to Thompson [Trans:820216],,,"-$2,650.00","$6,970.00",1
05/08/2024,Pad payment [Payment:0BJ9],,,"-$1,650.00","$5,908.00",1
04/02/2024,Rental payment [Invoice:428601],,,-$200.00,"$17,070.00",0
05/09/2025,Unit Management [Ref:EH7O],,,"-$1,875.00","$38,603.00",1
12/29/2025,Unit charge [Ref:864357],,,-$450.00,"$48,760.00",0
03/15/2024,UTILITY - RECURRING [Payment:JNX8],,,"-$2,100.00","$20,706.00",0
03/02/2024,Condo fee [Invoice:613249],,,"-$1,850.00","$20,790.00",1
12/28/2025,Facility Solutions [TXN:619650],,,-$900.00,"$48,710.00",0
12/08/2024,RENT PAYMENT (MONTHLY) [Payment:1OUV],,,-$900.00,"$37,084.00",1
02/25/2025,Lodgings remittance [ID:675997],,,"$1,200.00","$14,321.00",0
11/15/2025,Non-rent housing expense [Trans:595333] [07:31],,,-$50.00,"$49,825.00",0
06/24/2025,Rent payment (apartment) [Ref:335715],,,"-$2,125.00","$39,013.00",1
10/06/2024,Rent payment (apartment) [Ref:POYW] [15:51],,,"-$1,125.00","$20,953.00",1
11/20/2025,Maintenence payment [ID:477959],,,"-$1,100.00","$26,897.00",0
05/25/2025,Property payment [TXN:422260],,,-$50.00,"$13,702.00",0
02/29/2024,Bi-weekly housing [Trans:564835],,,"-$1,550.00","$25,328.00",1
02/10/2024,Digs payment [Ref:JORE],,,"-$2,600.00","$43,421.00",0
05/08/2025,Pad payment [Payment:4H01],,,"-$2,950.00","$24,472.00",1
05/19/2024,Complex charge for residential unit [Trans:472194] [07:31],,,"-$1,350.00","$35,916.00",1
07/09/2024,Premises Services (Unit 3A) [TXN:832913],,,"-$1,475.00","$49,060.00",1
02/04/2024,Building Management [Invoice:815967],,,"-$1,350.00","$13,887.00",0
10/11/2025,Tenancy payment [Ref:JHDS],,,"-$2,400.00","$42,021.00",0
05/03/2025,RENT>>PAYMENT [TXN:758331] [15:42],,,"-$2,000.00","$43,765.00",1
04/19/2025,Rent payment  [Payment:F3H8],,,"-$2,100.00","$14,517.00",1
09/23/2025,First of month payment [Trans:941785],,,-$150.00,"$42,658.00",0
11/24/2025,Recurring 1st week [Ref:13PM],,,"-$1,425.00","$34,410.00",1
05/10/2024,Housing Associates [ID:522861],,,"-$2,625.00","$3,413.00",1
09/09/2024,Premises Services [ID:20240909-16] [03:20],,,-$500.00,"$48,888.00",0
08/02/2025,Digs payment [Ref:338920],,,"-$3,000.00","$28,173.00",0
11/24/2024,Rental payment [ID:161035] [04:47],,,"-$1,850.00","$31,797.00",0
07/27/2024,Property fee [TXN:871574] [23:13],,,$300.00,"$23,998.00",0
06/01/2025,Complex payment [Invoice:105335],,,"-$1,600.00","$26,653.00",0
01/24/2024,Digs payment [Trans:911125],,,-$150.00,"$30,312.00",0
10/07/2025,UTILITY - RECURRING [Ref:AHDO],,,-$700.00,"$41,393.00",0
01/15/2024,Mid-month transfer #975971,,,"-$1,450.00","$38,660.00",1
12/29/2025,Complex Services [Trans:192144],,,-$650.00,"$23,594.00",1
03/31/2025,Periodic 30th payment (Unit 3C) [Ref:627815],,,"-$2,000.00","$15,045.00",1
10/14/2024,Complex fee [TXN:475733],,,-$350.00,"$16,217.00",0
02/02/2025,Transfer to Miller [ID:20250202-193] [09:37],,,"-$1,000.00","$36,776.00",0
08/05/2024,Building payment for residential unit [TXN:711150] [10:02],,,"-$2,250.00","$49,146.00",1
08/11/2025,Unit payment including maintenance [Ref:844657] [09:07],,,"-$1,750.00","$27,789.00",1
06/17/2025,Besides rent - insurance [Ref:793641],,,"-$2,800.00","$47,866.00",0
06/20/2024,Rent payment (primary residence) [Invoice:171911] [11:35],,,"-$1,400.00","$3,042.00",1
01/29/2025,Crib fee [Ref:UGO2] [11:21],,,-$900.00,"$38,237.00",1
08/12/2025,Accommodation disbursement [Ref:626035],,,"-$3,025.00","$6,340.00",1
09/03/2025,Rent ;payment [TXN:118111],,,"$1,300.00","$24,962.00",1
07/31/2024,Residence fee including amenities [Ref:241315],,,"-$1,350.00","$11,695.00",1
05/04/2025,Rant fee [ID:20250504-697] [22:58],,,"-$2,425.00","$37,416.00",1
02/28/2025,Spot payment [Trans:507193],,,"-$1,050.00","$4,902.00",1
04/22/2024,Residential Services (Unit 42A) [Payment:EYXI],,,"-$2,750.00","$44,727.00",1
07/19/2024,My unit disbursement [TXN:906340],,,"-$1,900.00","$34,290.00",1
11/09/2025,Residential Services [ID:987409],,,"-$1,200.00","$40,669.00",0
07/14/2025,Remittance to Moore [ID:20250714-186],,,"-$1,250.00","$10,239.00",0
12/06/2025,Rent/payment [ID:980630],,,-$650.00,"$27,677.00",1
10/06/2024,Building disbursement for residential unit [Ref:3AY4],,,"-$1,550.00","$24,094.00",1
02/27/2025,Premises fee with service charge [Payment:HWT3],,,"-$1,550.00","$39,936.00",1
09/21/2024,Payment to Wilson [Ref:79PP],,,-$650.00,"$24,533.00",0
04/10/2025,Property fee [ID:20250410-726] [09:43],,,"-$1,850.00","$7,273.00",0
06/15/2025,Quarterly dwelling [Invoice:506936],,,"-$1,950.00","$30,228.00",0
07/13/2024,Complex Services (Unit 26C) [Date:20240713] [02:57],,,"-$2,125.00","$9,187.00",1
05/24/2025,Service 15th auto [Invoice:456728],,,"-$1,550.00","$14,308.00",0
09/06/2025,Unit charge #455969,,,"$1,850.00","$4,707.00",0
07/11/2024,Strata payment #445387 [23:45],,,"$1,550.00","$2,091.00",1
01/07/2024,Rent payment  [ID:337209],,,"$3,000.00","$49,769.00",1
07/05/2025,RENT~MONTHLY [Invoice:813989] [09:02],,,"-$2,575.00","$13,899.00",1
04/08/2024,RENT-RECURRING [ID:615989],,,"-$2,575.00","$15,222.00",1
02/13/2024,Accommodation remittance including tax [ID:20240213-238],,,"-$1,925.00","$11,657.00",1
01/05/2025,Independent of rent - repair [TXN:537268] [15:52],,,-$400.00,"$9,355.00",0
11/18/2024,First of month payment (Unit 41B) #651956,,,"-$1,350.00","$31,535.00",1
08/23/2024,Distinct from rent - service [Ref:374722],,,-$200.00,"$1,466.00",0
11/02/2024,Recurring 1st week #158317,,,"-$1,000.00","$9,479.00",0
07/22/2025,Complex payment [ID:788565],,,"-$1,100.00","$7,244.00",0
08/13/2024,Periodic 30th payment [Ref:F2V7],,,"-$1,950.00","$19,753.00",0
10/04/2024,SERVICE - MONTHLY [Date:20241004],,,"-$1,600.00","$7,336.00",0
06/17/2024,Apart from rent - maintenance [Trans:316029],,,-$650.00,"$49,910.00",0
07/18/2025,Crib fee [TXN:978569] [18:37],,,-$100.00,"$7,050.00",0
05/26/2025,Rent payment  #639984,,,"$2,275.00","$15,391.00",1
06/20/2024,Bi-weekly housing [Invoice:114449],,,"-$1,600.00","$29,768.00",1
07/22/2025,Lease payment [Ref:AOO9],,,-$900.00,"$1,417.00",0
11/19/2025,Residential payment Last day [Invoice:993910] [18:53],,,"-$1,075.00","$37,020.00",1
05/30/2025,Complex fee for residential unit [Ref:240156],,,"-$2,450.00","$29,859.00",1
10/21/2025,Separate from rent - deposit #792199 [06:16],,,$750.00,"$27,272.00",0
07/29/2024,Membership Bi-weekly [Ref:8X92] [08:11],,,$350.00,"$7,001.00",0
01/30/2024,Rent ;payment #596856,,,"-$1,475.00","$6,789.00",1
10/02/2025,UTILITY - MONTHLY [Date:20251002] [19:15],,,-$700.00,"$24,686.00",0
08/10/2025,Tenancy payment [Invoice:513010],,,-$250.00,"$46,177.00",0
01/09/2025,Additional to rent - fee [Invoice:193636] [17:41],,,"-$1,200.00","$21,224.00",0
07/02/2024,Lease fee [ID:990791],,,-$650.00,"$33,113.00",0
12/08/2024,Monthly payment to John [Ref:623649] [23:33],,,"-$1,225.00","$17,457.00",1
04/09/2024,HOA fee + insurance [Trans:939628],,,-$800.00,"$42,211.00",0
01/25/2025,Property fee for residential unit #138345,,,"-$2,225.00","$12,895.00",1
11/08/2024,Wire to Thompson [Ref:66WQ],,,"-$1,950.00","$29,759.00",0
09/24/2025,Mid-month transfer [Trans:451947],,,-$900.00,"$45,649.00",0
02/27/2025,Invoice #APT2024-001 [Ref:821273],,,"-$2,600.00","$37,164.00",1
11/20/2025,Besides rent - insurance #970269,,,$500.00,"$32,381.00",0
10/07/2024,Facility Solutions [Payment:RP25],,,"-$1,350.00","$26,926.00",0
12/08/2024,Separate from rent - deposit #377954,,,-$600.00,"$42,485.00",0
09/15/2024,Utilitie payment [Invoice:564187],,,-$650.00,"$16,816.00",0
08/20/2024,Other than rent - tax [Ref:393242],,,-$450.00,"$23,898.00",0
07/22/2024,Flat fee [Invoice:736656] [08:51],,,"-$2,000.00","$48,291.00",1
05/01/2025,Zelle to Davis (Unit 18A) [ID:329033] [23:56],,,"-$1,800.00","$26,318.00",1
02/21/2025,Complex charge for residential unit [ID:20250221-980],,,"-$2,825.00","$29,303.00",1
03/18/2025,Digs payment [Payment:3URE] [01:45],,,$250.00,"$32,830.00",0
03/12/2024,ACH to Johnson LLC [Date:20240312],,,"-$2,400.00","$32,649.00",0
08/29/2025,Subscripton payment [Ref:5ADJ],,,"-$1,400.00","$13,865.00",0
10/03/2024,Condo fee [ID:20241003-838] [14:01],,,"-$1,000.00","$2,502.00",0
06/24/2025,Property remittance [ID:20250624-67],,,-$850.00,"$46,848.00",0
08/06/2025,Zelle to Davis #646221,,,"-$1,550.00","$39,551.00",1
05/25/2025,Lease charge for residential unit [ID:20250525-556],,,"-$2,200.00","$46,444.00",1
05/01/2024,Subscripton payment [Date:20240501],,,$750.00,"$35,584.00",0
01/11/2024,Complex Services [Payment:KY55] [05:32],,,"-$1,875.00","$22,532.00",1
09/21/2025,Dwelling remittance [ID:356752],,,"-$2,300.00","$34,164.00",1
10/01/2025,Other than rent - tax [Ref:689266] [05:40],,,-$350.00,"$37,098.00",0
04/17/2025,Rent payment (primary residence) [TXN:262020],,,"-$2,050.00","$23,431.00",1
05/13/2024,Rent payment (apartment) [ID:20240513-562],,,"-$1,975.00","$2,397.00",1
09/07/2024,Dwelling remittance [TXN:943380],,,"-$1,850.00","$4,940.00",1
08/08/2024,Quarterly dwelling [ID:20240808-570],,,"-$1,650.00","$6,137.00",0
02/26/2024,Bi-weekly housing (Unit 45A) [Ref:KKQ6],,,"$2,975.00","$4,664.00",1
09/06/2025,Complex payment [ID:384054],,,"$1,400.00","$10,854.00",0
07/02/2025,Debit to Anderson [Ref:4V5D] [11:23],,,"-$1,400.00","$29,612.00",1
12/03/2025,Lease charge [Payment:BBSU],,,"-$1,000.00","$23,180.00",0
09/25/2024,Condo fee [Ref:KTVE],,,"-$1,750.00","$47,439.00",0
11/01/2025,Residential Services [Ref:7O7M],,,$725.00,"$2,753.00",1
01/12/2025,Rent-pay ment [Date:20250112],,,"-$2,550.00","$34,278.00",1
10/04/2025,Lease fee [Payment:ESFK],,,"-$1,250.00","$47,402.00",0
05/09/2025,Rent payment (apartment) [Date:20250509],,,-$700.00,"$47,576.00",1
04/17/2025,Utilitie payment [Ref:2XRF],,,-$700.00,"$37,938.00",0
01/31/2024,CHARGE - RECURRING [Trans:920236],,,-$650.00,"$9,121.00",0
03/05/2024,RENT_INVOICE_001 [Invoice:767910],,,-$925.00,"$33,534.00",1
12/27/2024,Building disbursement [Trans:544557],,,-$500.00,"$9,062.00",0
02/28/2025,Distinct from rent - service #708728 [02:23],,,-$650.00,"$49,746.00",0
11/27/2025,Building disbursement #333903,,,"-$3,000.00","$16,172.00",0
02/06/2024,Distinct from rent - service [ID:192269] [11:53],,,"-$1,000.00","$2,601.00",0
06/26/2024,Complex management remittance [ID:20240626-82],,,"-$1,600.00","$47,410.00",1
07/08/2024,RENT - DO NOT DELETE #277796,,,"-$2,850.00","$34,997.00",1
04/05/2025,Separate from rent - deposit [ID:984288] [05:47],,,-$800.00,"$18,889.00",0
03/21/2025,Payment to Wilson [TXN:989431],,,-$150.00,"$19,010.00",0
02/20/2025,Domicile Solutions [Date:20250220],,,-$850.00,"$37,022.00",0
11/10/2025,Quarterly dwelling [ID:20251110-556],,,"$1,350.00","$38,292.00",0
07/19/2024,Rent payment  [Payment:ATUN],,,"-$1,125.00","$39,229.00",1
11/14/2025,Service Bi-weekly [TXN:704544],,,-$125.00,"$10,116.00",0
05/20/2024,Recurring transfer to Smith #685102,,,-$300.00,"$47,334.00",0
11/04/2024,Strata payment [Ref:LVY6],,,-$450.00,"$18,399.00",0
11/09/2025,Property payment [ID:20251109-740],,,-$800.00,"$1,139.00",0
10/29/2025,Building payment #589571,,,"$2,100.00","$11,853.00",0
06/30/2024,Remittance to Moore [ID:578059],,,"-$2,600.00","$17,387.00",0
08/08/2025,Residential payment 25th standing [Invoice:206201] [08:12],,,-$650.00,"$42,113.00",1
07/09/2024,Strata payment [Date:20240709] [06:35],,,"-$2,425.00","$14,422.00",1
01/02/2024,Lease charge for residential unit [Date:20240102],,,-$875.00,"$24,830.00",1
01/05/2025,NOT rent - utilities [Date:20250105],,,-$450.00,"$47,090.00",0
02/15/2024,Bi-weekly housing (Unit 31B) [ID:180541],,,"-$1,800.00","$29,056.00",1
10/21/2024,Quarterly dwelling [TXN:350826],,,-$250.00,"$30,295.00",0
03/30/2024,Residential Services [ID:20240330-219],,,"-$1,900.00","$14,188.00",1
04/09/2025,Property Services LLC [Trans:807214],,,$150.00,"$4,548.00",0
01/08/2024,Real estate management fee [TXN:707175] [16:05],,,"-$2,150.00","$28,935.00",1
04/09/2025,Servise payment [Ref:217A],,,-$200.00,"$13,296.00",0
08/19/2025,Tenancy payment [TXN:411217],,,-$750.00,"$39,121.00",0
11/30/2025,First of month payment [ID:446992],,,"-$1,000.00","$45,833.00",0
11/26/2024,Strata payment #152327,,,"-$2,550.00","$7,457.00",1
07/26/2024,Letting fee [Invoice:417356],,,-$450.00,"$46,868.00",0
02/19/2025,Rental payment [Date:20250219],,,"$1,475.00","$3,163.00",1
07/07/2024,Recurring 1st week [Trans:322475],,,"-$1,300.00","$15,678.00",1
01/24/2025,Independent of rent - repair [Payment:D8IY],,,-$600.00,"$24,239.00",0
02/28/2024,Spot payment [Payment:1GZC],,,"-$1,900.00","$25,800.00",1
10/21/2024,NOT rent - utilities [Ref:BMZW],,,"-$1,000.00","$48,361.00",0
08/07/2025,Periodic 30th payment [Invoice:486579],,,-$500.00,"$26,047.00",0
03/11/2025,First of month payment [ID:20250311-618],,,-$200.00,"$11,493.00",0
05/04/2024,Rent payment (apartment) [Date:20240504],,,-$600.00,"$40,738.00",1
07/23/2025,Payment ref: HOUSING- [Invoice:623862],,,-$700.00,"$9,908.00",1
05/22/2025,Tenancy payment [ID:20250522-432],,,-$350.00,"$46,721.00",0
11/09/2024,Lease fee [TXN:509304] [11:55],,,"$1,750.00","$24,725.00",0
07/28/2024,Complex charge for residential unit [Ref:2VMB] [14:47],,,"-$3,025.00","$48,881.00",1
06/21/2025,Lease fee [Date:20250621],,,-$950.00,"$48,895.00",0
01/17/2025,Rent(payment) [TXN:346621],,,"-$1,800.00","$36,195.00",1
03/23/2024,Rent payment  [ID:20240323-67],,,"-$1,950.00","$38,875.00",1
08/03/2024,Unit fee for residential unit [Invoice:601628],,,"-$1,300.00","$37,379.00",1
01/17/2025,Property Services LLC [ID:808351] [17:10],,,"-$1,250.00","$40,205.00",0
08/28/2025,Servise payment [Trans:698302],,,-$400.00,"$16,122.00",0
12/09/2024,UTILITY - MONTHLY [Trans:491665],,,"-$1,400.00","$29,795.00",0
05/09/2025,Pad payment [Invoice:801830],,,-$100.00,"$9,227.00",0
03/11/2024,Condo fee #581744,,,"-$1,800.00","$10,222.00",1
04/06/2025,Separate from rent - deposit [Ref:704627],,,-$200.00,"$14,072.00",0
11/28/2024,Premises Services [TXN:378944],,,"-$3,000.00","$18,864.00",0
09/23/2024,Additional to rent - fee [Payment:42S5],,,-$350.00,"$1,091.00",0
08/07/2024,Residential payment Monthly anniversary [ID:320344],,,"-$2,975.00","$22,034.00",1
02/08/2024,Maintenence payment [Ref:45FG],,,-$750.00,"$28,003.00",0
03/02/2025,Service 1st of month [Payment:OZGX],,,-$125.00,"$17,427.00",0
03/26/2024,Digs payment [Ref:940368],,,"-$1,950.00","$5,067.00",0
03/03/2025,Lodging remittance [Ref:P9MO] [08:40],,,"-$3,050.00","$6,045.00",1
06/30/2024,Periodic domicile remittance [ID:20240630-370],,,"-$1,250.00","$32,955.00",1
06/25/2025,Flat fee [Ref:PM2F],,,"-$1,500.00","$45,178.00",1
12/02/2024,RENT_INVOICE_001 [Ref:Y0TU] [09:37],,,"-$2,750.00","$41,148.00",1
06/23/2024,Dwelling remittance [ID:737119],,,-$950.00,"$39,200.00",1
