Date,Description,Comments,Check Number,Amount,Balance,rent
10/16/2024,Building payment for residential unit,,,"-$1,650.00","$39,417.00",1
04/16/2024,Complex payment for residential unit,,,"-$2,500.00","$38,638.00",1
09/04/2025,Other than rent - tax,,,"-$2,000.00","$3,253.00",0
11/17/2024,Premises Services,,,"-$2,000.00","$10,366.00",0
03/22/2025,Building Management,,,"-$1,000.00","$48,094.00",0
11/07/2025,Tenancy payment,,,"-$1,700.00","$23,245.00",1
09/14/2024,Habitation remittance,,,"-$1,175.00","$46,810.00",1
05/20/2024,Accommodation remittance including tax,,,"$2,250.00","$20,672.00",1
10/14/2025,Quarterly dwelling,,,-$300.00,"$35,495.00",0
05/11/2024,Periodic disbursement,,,-$750.00,"$20,013.00",1
02/01/2025,Property fee for residential unit,,,"$2,750.00","$14,102.00",1
08/12/2025,Separate from rent - deposit,,,"$1,050.00","$40,286.00",0
02/04/2025,Payment on 1st of month,,,"-$1,700.00","$18,651.00",0
07/16/2024,Strata payment,,,-$850.00,"$30,148.00",0
07/25/2024,Periodic disbursement,,,"-$1,825.00","$7,485.00",1
11/26/2024,Semi-monthly residence,,,"$2,700.00","$27,122.00",0
12/01/2024,Additional to rent - fee,,,"-$2,900.00","$12,281.00",0
04/26/2025,Unit payment,,,"-$2,250.00","$35,145.00",0
06/27/2025,Rental payment,,,-$800.00,"$24,127.00",0
11/28/2024,Complex Services,,,"-$2,500.00","$20,405.00",1
05/27/2024,Digs payment,,,"-$1,250.00","$36,023.00",1
01/18/2024,Complex charge,,,"-$2,100.00","$48,853.00",0
04/08/2025,Lodging remittance,,,"-$1,875.00","$41,777.00",1
10/01/2024,Periodic 30th payment (Unit 45B),,,"-$2,850.00","$49,226.00",1
02/01/2024,Residential payment Monthly anniversary,,,"-$1,400.00","$44,776.00",1
08/20/2025,Rent payment (apartment),,,-$850.00,"$32,771.00",1
05/18/2024,Flat fee,,,-$550.00,"$24,761.00",0
09/16/2025,Payment on 1st of month,,,"-$3,050.00","$46,305.00",0
11/02/2024,Membership 1st of month,,,"-$1,100.00","$15,599.00",0
11/24/2025,Monthly on 15th,,,"-$1,950.00","$3,959.00",0
11/04/2025,Residential payment 1st of month,,,"-$1,150.00","$10,642.00",1
08/26/2024,Residential payment 25th standing,,,"$2,300.00","$10,169.00",1
06/17/2025,Recurring transfer to Smith,,,"-$1,550.00","$15,900.00",0
07/31/2025,Rent payment (apartment),,,"-$2,075.00","$29,625.00",1
01/06/2025,Non-rent housing expense,,,"-$2,200.00","$49,353.00",0
12/04/2025,Complex fee,,,"-$2,250.00","$9,463.00",0
10/18/2025,Property fee,,,"$2,300.00","$7,948.00",0
06/11/2024,Property Services LLC,,,"-$2,950.00","$24,631.00",0
09/29/2025,Excluding rent - HOA,,,"-$1,550.00","$34,839.00",0
04/11/2024,Condo fee,,,"-$1,150.00","$12,914.00",1
11/03/2025,Residential payment Quarterly,,,-$850.00,"$35,709.00",1
04/24/2025,Unit remittance for residential unit,,,"-$1,475.00","$24,711.00",1
07/30/2025,Standing order payment,,,"$1,900.00","$16,438.00",0
04/16/2025,Rent payment ,,,"-$2,675.00","$41,938.00",1
06/04/2024,Digs payment,,,"-$2,150.00","$47,427.00",1
11/19/2024,Place remittance,,,"-$2,350.00","$4,645.00",0
04/22/2025,Subscription Semi-monthly,,,"-$2,600.00","$28,572.00",0
11/17/2024,Debit to Anderson,,,"-$2,700.00","$41,915.00",0
04/08/2025,Rent payment (primary residence),,,"-$2,150.00","$5,246.00",1
05/20/2025,Distinct from rent - service,,,"$2,200.00","$47,675.00",0
06/20/2024,Complex payment,,,"-$2,200.00","$14,458.00",0
06/08/2024,Residential payment Quarterly,,,"-$2,125.00","$16,584.00",1
11/28/2025,Recurring debit,,,"-$2,300.00","$38,163.00",0
11/02/2025,Non-rent housing expense,,,"-$1,700.00","$2,740.00",0
01/08/2024,HOA fee incl. services,,,"-$2,500.00","$8,760.00",0
04/10/2025,Complex charge for residential unit,,,"-$2,075.00","$10,435.00",1
07/20/2025,Besides rent - insurance,,,"-$2,850.00","$29,616.00",0
09/14/2025,Utility fee + tax,,,"-$1,900.00","$31,162.00",0
06/15/2025,Besides rent - insurance,,,"-$2,800.00","$32,905.00",0
08/29/2024,Excluding rent - HOA,,,"-$2,750.00","$15,288.00",0
11/26/2024,Payment on 1st of month,,,-$700.00,"$7,135.00",1
09/24/2025,Besides rent - insurance,,,"-$1,450.00","$21,393.00",0
06/05/2025,Unit disbursement,,,"-$1,550.00","$4,368.00",0
06/05/2024,Habitation remittance with utilities,,,-$725.00,"$30,095.00",1
11/28/2024,Rent payment (primary residence),,,"-$3,100.00","$49,736.00",1
08/19/2025,Rent payment (primary residence),,,"-$2,575.00","$10,314.00",1
10/16/2025,Residential payment Monthly anniversary,,,"-$3,050.00","$34,579.00",1
09/26/2024,Lease fee,,,"-$1,900.00","$16,197.00",0
03/13/2025,Service Calendar month,,,$300.00,"$41,183.00",0
05/06/2025,Residential Services,,,"$2,450.00","$24,989.00",0
12/24/2025,Service fee incl. services,,,"-$2,200.00","$37,671.00",0
12/28/2025,Apartment 12C fee,,,-$850.00,"$47,217.00",1
10/19/2025,Building Management,,,"-$1,800.00","$49,259.00",0
03/11/2024,Building payment,,,"-$1,950.00","$2,570.00",0
07/31/2024,Recurring monthly payment,,,"-$1,150.00","$23,634.00",0
07/11/2025,Standard monthly charge,,,"-$1,950.00","$11,588.00",1
03/19/2024,Unit disbursement for residential unit,,,"-$1,900.00","$43,305.00",1
04/11/2024,Unit Management,,,"-$2,200.00","$4,838.00",0
07/29/2025,Semi-monthly residence,,,"-$1,000.00","$48,118.00",0
07/02/2025,Complex charge for residential unit,,,"-$1,150.00","$28,836.00",1
01/31/2024,Property fee,,,"-$2,350.00","$13,360.00",0
01/21/2025,Unit disbursement,,,"$2,000.00","$28,122.00",0
03/20/2024,Payment on 1st of month,,,"-$1,350.00","$3,101.00",0
05/11/2024,Building Management (Unit 38C),,,-$650.00,"$14,681.00",1
03/09/2025,Property remittance,,,"-$2,950.00","$32,087.00",0
09/21/2025,Domicile Solutions (Unit 2C),,,"-$1,075.00","$23,967.00",1
04/13/2025,First of month payment,,,"-$1,750.00","$26,148.00",1
05/16/2025,Rent payment (primary residence),,,"-$1,200.00","$24,376.00",1
09/19/2025,Additional to rent - fee,,,"-$1,950.00","$32,848.00",0
01/19/2025,Rental payment,,,"-$2,500.00","$15,177.00",0
01/03/2024,Subscription Every 30 days,,,"$2,900.00","$18,765.00",0
11/30/2025,Recurring monthly payment,,,"-$2,300.00","$1,052.00",0
04/25/2025,Besides rent - insurance,,,"-$1,750.00","$48,920.00",0
01/17/2025,Rent payment (primary residence),,,"-$2,425.00","$7,081.00",1
09/23/2024,Rent payment (apartment),,,"-$2,100.00","$39,643.00",1
08/06/2024,Monthly payment to John,,,"-$1,600.00","$29,889.00",0
10/28/2025,Unit disbursement,,,"-$2,800.00","$25,508.00",0
03/02/2024,Recurring monthly payment,,,-$850.00,"$6,525.00",1
04/04/2024,Maintenance fee + tax,,,"-$1,450.00","$42,373.00",0
01/16/2024,Unit charge for residential unit,,,"-$2,375.00","$41,313.00",1
10/08/2025,Property remittance,,,"-$3,000.00","$4,465.00",0
10/19/2025,Unit payment,,,-$550.00,"$44,027.00",0
09/07/2024,Residence fee including amenities,,,"-$1,750.00","$49,696.00",1
01/13/2024,Unit fee for residential unit,,,"-$1,125.00","$33,912.00",1
12/09/2024,Subscription Every 30 days,,,"$1,600.00","$10,050.00",0
10/22/2024,Rent payment ,,,"-$1,475.00","$27,794.00",1
02/07/2024,Payment on 1st of month (Unit 26B),,,"-$1,325.00","$35,033.00",1
05/11/2024,ACH to Johnson LLC,,,-$800.00,"$13,071.00",0
02/18/2024,Recurring transfer to Smith,,,-$925.00,"$21,102.00",1
08/16/2024,Complex payment for residential unit,,,"-$1,275.00","$34,883.00",1
04/29/2024,Excluding rent - HOA,,,-$850.00,"$27,982.00",0
12/07/2024,Regular payment,,,"-$2,575.00","$1,326.00",1
09/27/2024,Property remittance for residential unit,,,"-$1,925.00","$49,852.00",1
08/20/2025,Residential payment 15th auto,,,"-$1,975.00","$32,034.00",1
10/10/2024,Rent payment (apartment),,,"-$2,600.00","$31,926.00",1
12/30/2024,Unit charge for residential unit,,,"$1,625.00","$27,495.00",1
12/06/2024,Unit charge,,,-$950.00,"$11,335.00",0
09/09/2024,Strata payment,,,-$250.00,"$20,670.00",0
09/29/2024,Property payment for residential unit,,,"-$1,275.00","$39,116.00",1
06/12/2024,Unit Management,,,"-$2,900.00","$16,291.00",0
08/01/2024,Property remittance,,,-$500.00,"$38,787.00",0
09/12/2024,Mid-month transfer (Unit 22B),,,-$825.00,"$43,261.00",1
07/20/2024,Distinct from rent - service,,,"$1,250.00","$19,783.00",0
07/15/2025,Facility Solutions,,,"-$2,200.00","$7,636.00",0
07/05/2025,Standing order payment,,,"-$2,500.00","$36,807.00",0
03/01/2025,Regular payment (Unit 26C),,,"-$2,625.00","$6,792.00",1
09/07/2024,Residential facility fee,,,"-$2,075.00","$31,902.00",1
01/05/2024,Dwelling disbursement plus fees,,,"-$2,350.00","$32,586.00",1
07/23/2025,Unit letting,,,"-$2,900.00","$8,721.00",1
05/05/2024,Residential payment Last day,,,"-$1,250.00","$29,968.00",1
07/07/2024,Remittance to Moore,,,"-$2,800.00","$27,572.00",1
07/14/2024,Lease payment for residential unit,,,"-$1,050.00","$39,576.00",1
01/12/2024,Complex Services,,,"-$1,700.00","$44,762.00",0
07/04/2024,Rent payment (apartment),,,"-$1,800.00","$6,795.00",1
04/07/2025,Subscription 1st of month,,,"-$2,250.00","$22,537.00",0
09/06/2025,Mid-month transfer,,,"-$3,100.00","$27,303.00",1
08/04/2025,Rent payment (apartment),,,"-$2,400.00","$6,328.00",1
08/19/2024,Residential Services,,,"-$2,725.00","$44,043.00",1
12/03/2025,Premises Services (Unit 37C),,,"-$2,800.00","$5,068.00",1
03/20/2025,Complex payment for residential unit,,,$650.00,"$36,678.00",1
04/16/2024,Building fee for residential unit,,,"-$2,500.00","$6,441.00",1
02/18/2024,Crib fee,,,"-$1,050.00","$37,819.00",1
03/03/2025,HOA fee incl. services,,,-$200.00,"$41,687.00",0
09/09/2024,Housing Associates,,,"-$1,650.00","$11,219.00",1
08/02/2024,Check #1234 for monthly,,,"-$1,900.00","$39,776.00",0
07/29/2024,Unit payment including maintenance,,,-$700.00,"$32,493.00",1
12/19/2025,Place remittance,,,"-$2,100.00","$9,862.00",1
08/19/2025,Rent payment ,,,"$1,000.00","$44,844.00",1
06/14/2024,Residential payment Bi-weekly,,,"-$2,300.00","$8,813.00",1
06/30/2025,Building fee for residential unit,,,"$1,575.00","$46,691.00",1
09/14/2025,Regular payment,,,"-$1,800.00","$13,289.00",1
09/01/2024,Unit charge for residential unit,,,-$725.00,"$8,287.00",1
05/05/2024,Other than rent - tax,,,"-$1,050.00","$19,609.00",0
03/18/2024,Rent payment ,,,"-$1,625.00","$27,932.00",1
11/08/2025,Scheduled transfer,,,-$600.00,"$43,990.00",0
11/15/2024,Letting fee,,,-$500.00,"$48,229.00",0
12/25/2025,Building payment for residential unit,,,"$2,300.00","$24,520.00",1
02/03/2025,Distinct from rent - service,,,"-$1,900.00","$4,824.00",0
01/13/2025,Monthly on 15th,,,"-$1,725.00","$24,859.00",1
05/29/2024,Lodgings remittance,,,"-$1,500.00","$11,227.00",0
02/17/2025,End of month remittance,,,"-$1,800.00","$32,222.00",0
11/10/2025,My apartment payment,,,"-$2,650.00","$15,580.00",1
01/22/2025,Property remittance for residential unit,,,"-$1,150.00","$46,903.00",1
04/15/2024,Letting fee,,,"-$2,100.00","$36,487.00",0
11/19/2025,Zelle to Davis,,,"-$2,275.00","$27,715.00",1
07/15/2024,Unit disbursement for residential unit,,,-$950.00,"$44,227.00",1
05/23/2024,Real Estate Solutions (Unit 10B),,,-$650.00,"$22,413.00",1
06/22/2025,Standing order payment,,,-$650.00,"$3,556.00",1
04/08/2025,Non-rent housing expense,,,-$900.00,"$17,139.00",0
11/14/2025,Payment on 1st of month,,,"$3,050.00","$10,543.00",0
10/20/2025,Unit remittance for residential unit,,,-$625.00,"$42,913.00",1
05/16/2025,Unit fee,,,"-$2,000.00","$2,914.00",0
07/07/2025,Habitation remittance,,,-$650.00,"$19,854.00",1
09/05/2024,Payment to Wilson,,,"-$2,600.00","$7,265.00",0
10/21/2024,Property remittance,,,"-$2,650.00","$42,209.00",0
07/17/2025,Premises maintenance remittance,,,"-$2,700.00","$40,992.00",1
01/24/2024,Standard monthly charge,,,"-$2,300.00","$15,899.00",1
07/25/2025,Unit disbursement,,,"-$1,300.00","$41,669.00",0
09/13/2024,Service fee incl. services,,,"-$1,350.00","$22,753.00",0
12/18/2024,Maintenance fee incl. services,,,"-$3,050.00","$19,235.00",0
08/12/2025,Letting fee,,,"$1,950.00","$38,122.00",1
12/07/2025,Monthly obligation,,,"-$2,325.00","$5,369.00",1
02/01/2025,Building Management,,,"-$1,450.00","$3,833.00",1
02/12/2025,Wire to Thompson,,,"-$1,950.00","$39,518.00",1
05/23/2024,Regular payment (Unit 31C),,,"-$1,900.00","$42,952.00",1
10/29/2024,Standard monthly charge,,,"-$2,850.00","$1,599.00",0
11/22/2025,Complex Services,,,"-$2,200.00","$3,091.00",0
03/22/2024,Unit remittance,,,"-$1,650.00","$27,104.00",0
12/01/2024,Building disbursement for residential unit,,,"-$2,050.00","$39,335.00",1
01/28/2025,Mid-month transfer (Unit 18A),,,"-$1,775.00","$14,952.00",1
11/03/2025,Recurring debit (Unit 12A),,,-$850.00,"$10,129.00",1
08/19/2024,Recurring transfer to Smith,,,"-$1,950.00","$46,230.00",0
03/29/2025,Property Services LLC,,,-$950.00,"$27,690.00",1
07/08/2025,Service fee + tax,,,"-$1,200.00","$27,615.00",0
09/10/2025,Monthly payment to John,,,"-$1,000.00","$3,163.00",0
05/04/2024,Pad payment,,,"-$1,150.00","$35,841.00",1
01/08/2024,Zelle to Davis (Unit 16C),,,"-$1,325.00","$15,791.00",1
09/10/2025,Unit fee,,,-$650.00,"$39,126.00",0
03/16/2025,Monthly on 15th,,,"-$2,300.00","$25,147.00",0
09/06/2025,Standing order payment,,,"-$2,050.00","$1,030.00",0
12/18/2024,Besides rent - insurance,,,-$500.00,"$26,235.00",0
04/21/2025,Utility fee + insurance,,,"-$2,000.00","$17,060.00",0
01/14/2024,Non-rent housing expense,,,"-$3,000.00","$45,412.00",0
03/23/2024,Rent payment (primary residence),,,"-$1,975.00","$23,281.00",1
12/18/2024,Periodic 30th payment (Unit 2C),,,"-$1,150.00","$46,894.00",1
05/03/2025,Property remittance,,,"-$2,900.00","$11,215.00",0
09/08/2024,Recurring monthly payment,,,"-$2,100.00","$14,401.00",0
09/08/2024,Standard monthly charge,,,"-$1,000.00","$42,665.00",0
10/24/2025,Property remittance,,,-$800.00,"$19,747.00",0
09/12/2025,Recurring transfer to Smith,,,"-$1,625.00","$36,250.00",1
09/06/2024,Rent payment ,,,"-$1,225.00","$23,582.00",1
01/24/2025,Excluding rent - HOA,,,"-$1,600.00","$17,898.00",0
05/17/2025,Rent payment ,,,"-$2,775.00","$38,363.00",1
12/15/2024,Strata payment,,,-$950.00,"$19,008.00",1
02/01/2025,Lodgings remittance,,,"-$2,825.00","$13,057.00",1
03/31/2025,Digs payment,,,"-$2,850.00","$10,469.00",0
07/06/2024,Subscription 25th standing,,,$800.00,"$33,047.00",0
11/19/2025,Mid-month transfer,,,"-$2,050.00","$35,664.00",0
06/07/2025,Property Services LLC,,,-$950.00,"$47,409.00",0
05/03/2024,Periodic 30th payment,,,$600.00,"$38,918.00",0
08/04/2025,Property fee for residential unit,,,"-$2,300.00","$10,371.00",1
03/07/2025,Rent payment (primary residence),,,"-$1,925.00","$16,166.00",1
12/20/2025,Semi-monthly residence,,,"-$1,950.00","$18,648.00",0
03/15/2024,Bi-weekly housing,,,"-$1,050.00","$20,182.00",0
04/17/2025,Unit payment,,,"$1,000.00","$48,385.00",0
05/20/2024,Premises Services,,,"-$2,300.00","$14,343.00",0
10/27/2025,Rent payment ,,,-$850.00,"$45,606.00",1
09/05/2024,Remittance to Moore,,,"-$2,400.00","$48,039.00",1
05/14/2025,Lease payment,,,"-$1,900.00","$44,968.00",0
06/16/2025,Unit payment for residential unit,,,$900.00,"$10,931.00",1
02/20/2024,Spot payment,,,"-$2,800.00","$18,591.00",1
02/01/2025,Place remittance,,,"-$2,275.00","$14,927.00",1
04/07/2025,Separate from rent - deposit,,,-$150.00,"$46,307.00",0
05/25/2025,Non-rent housing expense,,,-$600.00,"$42,950.00",0
09/13/2025,HOA fee incl. services,,,"$1,750.00","$19,345.00",0
04/26/2024,Lodgings remittance,,,"-$1,450.00","$7,132.00",1
01/18/2025,Lease obligation payment,,,-$750.00,"$20,121.00",1
04/22/2024,Lease charge,,,"-$2,350.00","$4,933.00",0
08/09/2024,Residential payment Every 30 days,,,"-$2,250.00","$48,726.00",1
10/19/2024,Premises Services,,,"-$1,850.00","$34,355.00",0
03/18/2024,Additional to rent - fee,,,-$700.00,"$18,985.00",0
05/03/2025,Regular payment (Unit 41A),,,-$925.00,"$21,824.00",1
10/15/2024,Lease fee,,,"-$2,750.00","$3,365.00",0
09/14/2025,Payment ref: HOUSING-,,,"-$2,650.00","$40,735.00",1
05/10/2025,Rent payment (primary residence),,,-$800.00,"$26,510.00",1
06/13/2025,Service 5th monthly,,,"-$1,900.00","$26,256.00",0
12/30/2024,Lease charge,,,-$700.00,"$5,303.00",0
02/12/2024,NOT rent - utilities,,,"-$1,150.00","$25,571.00",0
09/18/2024,Standing order payment,,,"-$1,625.00","$36,745.00",1
09/09/2024,Facility Solutions (Unit 25B),,,"-$2,675.00","$46,901.00",1
12/09/2024,Unit charge,,,"$1,450.00","$29,033.00",0
09/11/2025,Letting fee,,,"-$2,700.00","$10,936.00",0
07/28/2024,Real Estate Solutions,,,"-$1,600.00","$37,711.00",0
09/18/2024,Check #1234 for monthly (Unit 9C),,,"-$1,750.00","$16,633.00",1
07/11/2025,Complex payment for residential unit,,,$650.00,"$31,926.00",1
01/09/2024,Rent payment ,,,"$2,325.00","$32,137.00",1
04/11/2025,Utility fee + tax,,,"-$2,900.00","$21,908.00",0
12/10/2025,Rent payment (apartment),,,"-$2,225.00","$40,488.00",1
01/09/2024,Unit charge for residential unit,,,"-$1,000.00","$10,277.00",1
05/24/2024,Standard monthly charge,,,$750.00,"$23,858.00",0
12/09/2025,Independent of rent - repair,,,-$400.00,"$47,649.00",0
05/03/2024,Apart from rent - maintenance,,,"-$2,100.00","$47,515.00",0
12/24/2024,Separate from rent - deposit,,,"-$2,550.00","$40,797.00",0
06/20/2025,Digs payment,,,"-$1,000.00","$41,304.00",0
06/04/2024,Premises Services,,,-$500.00,"$47,703.00",0
07/19/2024,Apart from rent - maintenance,,,-$700.00,"$6,783.00",0
09/21/2024,Monthly payment to John,,,"-$1,750.00","$16,941.00",1
02/21/2024,Additional to rent - fee,,,"-$1,650.00","$6,414.00",0
02/08/2024,Non-rent housing expense,,,"-$2,850.00","$10,921.00",0
01/10/2024,ACH to Johnson LLC,,,-$500.00,"$48,039.00",0
11/16/2025,Monthly on 15th,,,"-$2,325.00","$19,941.00",1
01/01/2025,Unit charge for residential unit,,,"-$2,475.00","$38,385.00",1
04/28/2025,Building payment,,,"-$2,850.00","$28,077.00",0
10/17/2024,Besides rent - insurance,,,"-$1,250.00","$33,430.00",0
11/04/2025,Property payment for residential unit,,,"-$1,100.00","$26,745.00",1
09/27/2024,Pad payment,,,"-$2,900.00","$9,423.00",0
01/03/2024,ACH to Johnson LLC,,,"-$2,300.00","$10,256.00",0
07/13/2025,Domicile Solutions,,,-$850.00,"$37,665.00",0
10/13/2024,Transfer to Miller,,,"$2,625.00","$21,989.00",1
11/02/2025,HOA fee incl. services,,,"-$2,350.00","$1,843.00",0
02/29/2024,Check #1234 for monthly (Unit 29C),,,-$900.00,"$21,297.00",1
06/26/2024,Complex charge for residential unit,,,"-$1,650.00","$36,635.00",1
10/01/2025,Rent payment (apartment),,,"-$2,925.00","$18,203.00",1
10/10/2025,Property remittance for residential unit,,,-$825.00,"$26,815.00",1
06/30/2025,Monthly housing and utilities bundle,,,"-$2,150.00","$9,985.00",1
06/16/2025,Automated monthly payment,,,"-$1,050.00","$17,805.00",0
01/04/2024,Spot payment,,,-$850.00,"$23,862.00",0
11/21/2025,Rent payment ,,,-$650.00,"$14,290.00",1
09/25/2025,Unit remittance,,,$400.00,"$49,955.00",0
05/23/2024,Apart from rent - maintenance,,,-$800.00,"$24,329.00",0
04/16/2024,Lease fee for residential unit,,,"-$1,975.00","$7,441.00",1
05/05/2025,Monthly obligation,,,"-$1,800.00","$16,478.00",0
07/11/2025,Property payment,,,"-$2,650.00","$42,935.00",0
04/15/2025,Apartment payment + parking,,,"-$2,425.00","$29,328.00",1
03/30/2025,Lease charge,,,-$100.00,"$30,330.00",0
03/28/2024,Maintenance fee + tax,,,-$650.00,"$45,300.00",0
04/19/2025,Payment on 1st of month,,,-$875.00,"$41,795.00",1
05/06/2025,Property remittance,,,"-$1,100.00","$25,915.00",0
01/26/2024,Complex payment,,,"-$2,950.00","$21,780.00",0
03/15/2024,Dwelling disbursement plus fees,,,-$975.00,"$26,397.00",1
05/09/2025,Complex payment,,,"-$1,000.00","$24,100.00",0
12/25/2024,Strata payment,,,"-$1,800.00","$21,209.00",0
02/10/2024,ACH to Johnson LLC,,,-$100.00,"$18,679.00",0
06/19/2025,Abode payment plus insurance,,,"-$2,150.00","$4,263.00",1
10/19/2025,Recurring habitation expenditure,,,"-$2,425.00","$7,663.00",1
12/14/2024,Rent payment ,,,"-$2,700.00","$41,996.00",1
05/20/2025,Recurring transfer to Smith,,,"-$2,700.00","$12,872.00",1
08/20/2024,Unit letting,,,"-$2,475.00","$42,549.00",1
01/28/2025,Standard monthly charge (Unit 9B),,,"-$1,175.00","$28,752.00",1
09/22/2024,Rent payment (apartment),,,"-$2,000.00","$49,154.00",1
01/26/2024,Additional to rent - fee,,,"-$1,650.00","$43,074.00",0
11/08/2024,Recurring debit,,,"-$1,250.00","$33,508.00",0
02/20/2024,Distinct from rent - service,,,"-$2,950.00","$43,332.00",0
09/16/2024,Service fee + insurance,,,"-$1,150.00","$43,946.00",0
07/16/2025,Subscription Quarterly,,,"-$1,200.00","$44,663.00",0
06/02/2025,Building Management,,,"-$2,150.00","$11,487.00",0
05/21/2025,Domicile Solutions,,,"-$1,050.00","$44,450.00",0
04/29/2025,Regular payment,,,"-$2,950.00","$43,627.00",0
09/16/2025,Building payment,,,"-$2,900.00","$40,129.00",0
07/02/2025,Recurring transfer to Smith,,,"-$2,500.00","$4,904.00",0
02/02/2024,Building payment,,,"-$1,350.00","$1,536.00",0
04/13/2025,Recurring debit,,,"-$2,825.00","$49,385.00",1
05/25/2024,Pad payment,,,"-$1,700.00","$45,933.00",0
09/04/2024,Unit payment for residential unit,,,-$825.00,"$37,640.00",1
04/22/2024,Monthly payment to John,,,"-$1,050.00","$13,123.00",0
11/15/2024,Debit to Anderson,,,"-$2,750.00","$45,862.00",0
08/17/2024,Rent payment (apartment),,,"-$3,000.00","$48,287.00",1
04/24/2024,Automated monthly payment (Unit 11B),,,"-$1,675.00","$18,314.00",1
07/18/2025,Property fee for residential unit,,,"-$1,150.00","$4,349.00",1
05/22/2025,Recurring 1st week,,,"$1,425.00","$40,559.00",1
08/21/2025,Recurring monthly payment,,,"-$1,200.00","$45,843.00",0
12/06/2025,Unit fee for residential unit,,,"-$3,025.00","$13,220.00",1
03/01/2025,Complex charge for residential unit,,,"-$2,000.00","$10,201.00",1
11/14/2025,Bi-weekly housing,,,"-$2,975.00","$17,864.00",1
06/26/2024,Rent payment ,,,"-$2,200.00","$34,499.00",1
02/05/2025,Check #1234 for monthly,,,"-$1,450.00","$29,277.00",0
01/21/2024,Rent payment ,,,"-$2,600.00","$5,833.00",1
05/20/2025,Maintenance fee + insurance,,,-$200.00,"$39,677.00",0
05/08/2024,Unit payment including maintenance,,,"-$1,975.00","$7,550.00",1
08/08/2024,Monthly obligation,,,"-$1,650.00","$43,612.00",1
02/28/2024,Facility Solutions,,,"-$1,700.00","$10,486.00",1
08/31/2024,Recurring monthly payment,,,"-$1,300.00","$5,189.00",0
12/05/2024,Premises Services,,,-$700.00,"$47,350.00",0
10/24/2025,Monthly auto-payment,,,-$800.00,"$11,274.00",1
05/10/2025,Payment on 1st of month,,,-$150.00,"$8,516.00",0
09/11/2025,Monthly on 15th,,,"-$2,000.00","$11,598.00",0
03/13/2025,Check #1234 for monthly,,,"-$2,125.00","$11,198.00",1
04/10/2024,Complex charge for residential unit,,,"-$1,900.00","$22,119.00",1
08/11/2024,Separate from rent - deposit,,,"-$2,550.00","$24,526.00",0
08/01/2025,Lease payment for residential unit,,,"-$2,100.00","$20,137.00",1
09/01/2025,Non-rent housing expense,,,"-$1,250.00","$18,967.00",0
02/22/2024,Real Estate Solutions,,,"-$2,650.00","$35,127.00",0
07/27/2025,Unit fee for residential unit,,,"-$1,250.00","$4,623.00",1
08/31/2025,End of month remittance,,,-$750.00,"$48,109.00",1
10/06/2024,Lease payment for residential unit,,,"-$2,750.00","$5,509.00",1
09/02/2024,Rent payment (apartment),,,"-$2,150.00","$16,963.00",1
04/02/2025,Payment on 1st of month (Unit 25A),,,-$950.00,"$10,758.00",1
04/10/2024,Property Services LLC,,,"-$1,325.00","$37,056.00",1
