Date,Description,Comments,Check Number,Amount,Balance,rent
11/16/2025,Servise payment #593554,,,-$950.00,"$3,537.00",0
02/12/2025,Habitation remittance [Date:20250212] [08:02],,,"-$1,550.00","$27,193.00",1
09/02/2025,First of month payment [Invoice:503906],,,"$2,150.00","$8,578.00",1
01/07/2025,Monthly on 15th [TXN:631756] [21:24],,,"-$1,700.00","$20,681.00",1
09/22/2025,Housing Associates #923927,,,-$650.00,"$29,173.00",1
11/05/2025,123 Main St monthly [Trans:805477],,,"-$1,700.00","$16,392.00",1
04/11/2025,Payment on 1st of month [ID:20250411-926],,,"-$1,975.00","$10,671.00",1
02/21/2024,Quarterly dwelling [Payment:9V86],,,-$125.00,"$44,750.00",0
07/15/2025,Wire to Thompson [ID:390782],,,-$900.00,"$42,789.00",0
10/05/2024,For 303 Parkview [Trans:827659],,,-$825.00,"$26,102.00",1
03/06/2025,Tenancy remittance [Invoice:413118],,,"-$3,025.00","$24,052.00",1
05/14/2025,Invoice #APT2024-001 [Payment:2047],,,"-$2,350.00","$44,835.00",1
08/29/2025,Monthly payment to John [ID:20250829-556],,,-$100.00,"$31,257.00",0
09/15/2024,Subscripton payment #335113 [00:39],,,-$50.00,"$23,935.00",0
09/01/2024,Dwelling remittance [TXN:904150],,,"-$2,975.00","$17,793.00",1
08/15/2025,My house monthly [Date:20250815],,,"-$3,025.00","$47,859.00",1
08/02/2025,Habitation remittance with utilities [ID:20250802-538],,,"-$2,825.00","$5,519.00",1
12/25/2025,Wire to Thompson #912270,,,"-$1,000.00","$36,269.00",0
10/12/2024,Rant remittance [Date:20241012],,,"-$2,300.00","$25,837.00",1
07/23/2025,Zelle to Davis [Ref:894993] [07:25],,,-$100.00,"$37,384.00",0
11/09/2024,Rent payment (primary residence) #882169 [06:20],,,"-$2,450.00","$28,885.00",1
07/02/2025,Residential payment Every 30 days [ID:389930],,,"-$1,225.00","$32,732.00",1
08/20/2024,Remittance to Moore [Trans:157174] [00:36],,,-$50.00,"$3,982.00",0
04/25/2025,Property Services LLC [Ref:219629] [18:19],,,-$200.00,"$32,308.00",0
09/11/2024,Facility management disbursement [Payment:49KW],,,"-$1,500.00","$30,014.00",1
07/31/2024,Building payment for residential unit [Ref:178711],,,-$825.00,"$37,175.00",1
12/20/2025,Utilitie payment [TXN:718439],,,-$300.00,"$41,963.00",0
03/14/2024,My house monthly [Trans:822131] [01:56],,,"-$3,000.00","$31,716.00",1
11/26/2024,Unit payment [Ref:715643],,,-$100.00,"$38,696.00",0
04/26/2025,Building Management [TXN:195674],,,"-$1,300.00","$33,225.00",1
10/22/2024,Separate from rent - deposit [Invoice:221552],,,-$850.00,"$22,186.00",0
07/11/2024,Domicile Solutions [Payment:7PZE],,,"-$2,200.00","$36,993.00",1
11/14/2024,Unit Management [Date:20241114],,,"-$1,400.00","$8,698.00",1
04/28/2025,Unit Management [ID:20250428-544],,,$150.00,"$34,308.00",0
01/03/2024,Remittance to Moore [Trans:568238],,,"-$1,400.00","$10,738.00",0
12/15/2025,Building administration fee [TXN:595951],,,"-$1,475.00","$49,804.00",1
05/09/2024,Premises Services [Trans:116093],,,-$975.00,"$30,945.00",1
12/12/2024,Property fee [Invoice:498468] [02:15],,,"-$1,750.00","$35,971.00",0
08/20/2024,Unit letting [Ref:565230],,,-$125.00,"$7,586.00",0
03/17/2025,Complex Services [Payment:C5WI] [14:40],,,-$700.00,"$12,140.00",0
04/15/2025,Monthly payment to John [ID:20250415-449],,,-$800.00,"$11,353.00",0
11/05/2024,Housing Associates [Date:20241105] [21:49],,,"-$1,950.00","$38,670.00",0
09/12/2025,Rental payment [TXN:767542],,,"-$1,500.00","$15,352.00",1
11/12/2024,Monthly housing and utilities bundle [Ref:LOH2],,,"-$3,000.00","$6,906.00",1
06/17/2024,Periodic 30th payment [ID:20240617-298],,,-$900.00,"$23,198.00",0
04/02/2024,Utility fee + insurance #374896,,,"-$1,850.00","$45,062.00",0
09/16/2025,ACH to Johnson LLC [Trans:780776] [07:56],,,"$1,800.00","$20,804.00",0
02/01/2025,Monthly on 15th [Date:20250201] [11:13],,,"-$2,825.00","$48,618.00",1
03/31/2025,Subscription Calendar month [Trans:476096] [06:41],,,-$125.00,"$43,259.00",0
02/21/2024,Rent with included services [Payment:V3I1] [04:08],,,"-$1,150.00","$37,320.00",1
06/27/2024,Bi-weekly housing [Invoice:717457] [02:30],,,"-$1,850.00","$16,593.00",0
01/05/2025,Check #1234 for monthly [Ref:862569] [15:54],,,$800.00,"$3,841.00",0
03/12/2025,Independent of rent - repair [ID:20250312-872],,,-$850.00,"$10,721.00",0
04/09/2025,Residential Services #782535,,,-$125.00,"$43,907.00",0
02/12/2025,Check #1234 for monthly [ID:20250212-53] [23:23],,,-$450.00,"$25,530.00",0
07/23/2025,Unit 7B monthly [Ref:470774],,,"-$2,800.00","$27,922.00",1
12/26/2024,Complex Services [ID:20241226-121],,,"-$2,400.00","$8,092.00",0
09/15/2025,RENT #2024-001 [ID:456331] [20:01],,,-$625.00,"$21,249.00",1
06/27/2025,Facility management disbursement [TXN:856648] [19:03],,,"-$2,250.00","$21,423.00",1
10/05/2024,Residential Services [Invoice:219346],,,"-$2,275.00","$34,577.00",1
08/13/2024,Domicile disbursement [ID:20240813-624] [12:34],,,-$625.00,"$14,843.00",1
05/27/2025,Monthly on 15th [Payment:A75U],,,-$875.00,"$3,772.00",1
10/23/2024,Monthly payment to John [ID:192410],,,"-$2,250.00","$24,714.00",0
12/13/2024,Mid-month transfer #913934 [08:12],,,-$950.00,"$13,707.00",0
09/08/2025,Habitation remittance [Payment:UY5X],,,"-$1,275.00","$37,944.00",1
06/03/2024,Facility Solutions [Ref:MCQB],,,-$800.00,"$39,759.00",0
10/22/2025,Rant fee #930281,,,"-$2,625.00","$37,327.00",1
05/28/2025,Recurring transfer to Smith [Invoice:629057],,,"$1,750.00","$6,526.00",0
01/07/2025,My apartment payment [Invoice:726928],,,"-$1,975.00","$45,492.00",1
09/15/2024,Crib fee [ID:20240915-847] [22:05],,,"-$1,600.00","$39,190.00",0
07/26/2025,End of month remittance [Ref:818709],,,-$450.00,"$49,416.00",0
08/07/2024,Remittance: DWELLING [Invoice:180913] [10:56],,,"$1,325.00","$11,154.00",1
09/03/2025,Periodic domicile remittance [Trans:856215],,,"-$1,300.00","$11,848.00",1
08/27/2024,Remittance to Moore [Invoice:698128],,,-$900.00,"$45,453.00",0
07/23/2024,Rentt disbursement [ID:681478],,,"-$1,500.00","$25,327.00",1
04/05/2025,SERVICE - RECURRING [ID:20250405-566],,,-$100.00,"$30,565.00",0
08/17/2024,Quarterly dwelling [Trans:244283],,,-$125.00,"$10,571.00",0
03/22/2024,Residential facility fee #653408,,,"$1,150.00","$40,903.00",1
03/05/2024,Semi-monthly residence #702980,,,-$900.00,"$34,775.00",0
11/11/2025,Rent payment (apartment) [Ref:631971],,,"$1,800.00","$36,656.00",1
09/16/2024,Flat fee [Invoice:208699],,,-$100.00,"$42,173.00",0
12/02/2025,Recurring 1st week [Date:20251202],,,"-$1,225.00","$30,994.00",1
09/16/2024,Payment on 1st of month [Trans:787584],,,-$250.00,"$4,132.00",0
12/13/2024,Membership First Monday [TXN:940064],,,-$900.00,"$18,479.00",0
04/15/2024,Monthly on 15th [Ref:YMB5],,,-$400.00,"$28,925.00",0
10/08/2024,Unit fee [Trans:940010] [02:15],,,-$100.00,"$34,625.00",0
01/05/2025,Premises Services [Ref:PCEN],,,-$75.00,"$25,311.00",0
04/26/2024,Monthly premises fee [Date:20240426],,,"-$2,450.00","$37,809.00",1
07/23/2024,Bi-weekly housing [ID:192055],,,-$100.00,"$30,170.00",0
11/03/2024,Servise payment [Ref:E2AT],,,-$500.00,"$14,171.00",0
09/18/2025,Rant fee [Ref:S13C],,,"$1,675.00","$48,111.00",1
04/22/2025,Additional to rent - fee [Ref:716338],,,-$150.00,"$42,929.00",0
11/07/2024,My unit disbursement [TXN:397846],,,"$1,450.00","$35,006.00",1
05/29/2025,Unit remittance for residential unit [Ref:454019],,,"-$1,300.00","$40,658.00",1
10/28/2025,Premises Services [ID:20251028-79],,,-$700.00,"$42,101.00",0
12/06/2025,Ref: RES-UNIT-5B [Ref:F5L9],,,"-$2,125.00","$23,294.00",1
01/14/2025,Check #1234 for monthly #247720,,,"-$2,200.00","$17,247.00",1
12/01/2024,RENT_INVOICE_001 [Invoice:589491],,,"-$1,325.00","$34,733.00",1
08/08/2024,Recurring transfer to Smith (Unit 32C) [Ref:551860],,,"-$2,400.00","$8,044.00",1
01/06/2025,ACH to Johnson LLC [Ref:VEDN],,,"-$2,300.00","$41,844.00",1
05/27/2024,Complex Services [Invoice:848255] [19:20],,,-$600.00,"$9,980.00",0
02/06/2025,Residential payment Every 30 days [Ref:RURA],,,"-$1,700.00","$34,404.00",1
08/20/2025,Semi-monthly residence [Trans:920934] [20:46],,,"-$2,400.00","$43,964.00",0
05/31/2024,Servise payment [Invoice:119857],,,-$75.00,"$13,503.00",0
03/04/2024,Strata payment [Invoice:651002],,,$250.00,"$32,350.00",0
09/16/2025,Transfer to Miller [Ref:KHZL],,,-$350.00,"$20,504.00",0
10/21/2024,Monthly on 15th [Ref:2KKZ],,,"$1,200.00","$23,618.00",0
05/05/2025,Periodic 30th payment [Invoice:243941],,,"-$1,200.00","$18,800.00",0
02/23/2024,Property management remittance [Trans:105433],,,"-$2,350.00","$10,009.00",1
10/21/2024,Domicile disbursement [TXN:858243],,,-$900.00,"$49,410.00",1
02/10/2025,Apartment payment + parking [Invoice:732063],,,"-$1,600.00","$38,221.00",1
05/31/2025,Zelle to Davis #369761 [20:57],,,"-$1,725.00","$43,486.00",1
03/13/2025,ACH to Johnson LLC [Date:20250313],,,-$600.00,"$10,215.00",0
08/19/2025,Letting fee [Date:20250819],,,-$350.00,"$5,071.00",0
01/11/2025,Complex charge #491774,,,-$150.00,"$40,697.00",0
06/22/2025,Recurring 1st week [Trans:630041] [06:45],,,"-$2,950.00","$36,890.00",1
04/03/2024,Subscripton payment [ID:20240403-303],,,-$75.00,"$30,936.00",0
08/11/2024,Recurring transfer to Smith [ID:20240811-2],,,$900.00,"$5,523.00",1
04/04/2025,Subscripton payment #224395,,,"-$2,800.00","$23,791.00",0
11/01/2024,First of month payment [ID:583000] [21:26],,,"-$2,825.00","$17,220.00",1
09/03/2024,Abode disbursement [Ref:151040] [09:14],,,-$775.00,"$47,090.00",1
08/14/2025,Monthly on 15th [TXN:646571],,,-$450.00,"$44,267.00",0
07/23/2025,Real Estate Solutions [Trans:830132],,,"-$1,800.00","$21,888.00",0
11/03/2024,Rentt disbursement [ID:684357],,,"-$2,200.00","$28,296.00",1
04/04/2024,Periodic 30th payment [Invoice:141468],,,"-$1,950.00","$40,513.00",0
12/06/2024,Lease obligation payment #883159,,,"$1,325.00","$8,688.00",1
07/19/2025,My apartment payment [Trans:423404],,,"-$1,975.00","$24,544.00",1
07/27/2024,Residential Services [TXN:117007] [07:24],,,-$75.00,"$10,563.00",0
05/26/2025,Monthly on 15th [Invoice:933592],,,"-$2,425.00","$49,022.00",1
06/20/2025,Habitation remittance [Ref:342675],,,-$700.00,"$42,333.00",1
11/06/2025,Monthly payment to John [ID:20251106-273],,,"-$1,200.00","$35,695.00",0
04/19/2024,RENT|AUTO [ID:20240419-679],,,"-$1,075.00","$35,501.00",1
12/14/2025,Premises maintenance remittance [ID:20251214-549],,,-$700.00,"$25,718.00",1
08/02/2025,Membership 5th monthly [Invoice:694316],,,$75.00,"$46,369.00",0
07/02/2024,RENT_INVOICE_001 [ID:20240702-778],,,-$625.00,"$47,708.00",1
01/28/2025,Service fee incl. services [Payment:P4M1],,,$100.00,"$4,519.00",0
01/31/2024,Lease payment [Date:20240131],,,-$900.00,"$25,603.00",0
03/25/2024,Building administration fee [TXN:195966] [13:28],,,"-$1,125.00","$7,982.00",1
04/15/2024,Real Estate Solutions #406024,,,"-$1,750.00","$1,808.00",0
12/02/2025,Residence disbursement [Ref:GJK2],,,"-$1,550.00","$10,563.00",1
10/02/2025,Domicile Solutions (Unit 7A) [Payment:W2LM] [10:38],,,"$1,600.00","$22,772.00",1
05/05/2025,Complex management remittance [ID:20250505-858],,,"-$1,750.00","$42,477.00",1
08/29/2025,Residential payment 10th recurring [ID:20250829-776],,,"$2,750.00","$31,252.00",1
10/10/2025,Where I live payment [ID:20251010-880],,,"-$1,125.00","$5,847.00",1
12/19/2025,Utilitie payment [ID:20251219-418],,,-$125.00,"$24,265.00",0
03/16/2025,Check #1234 for monthly [Payment:YHNQ],,,-$350.00,"$37,568.00",0
12/19/2024,Residential payment First Monday #221707,,,-$950.00,"$6,626.00",1
05/02/2025,First of month payment #220675,,,-$800.00,"$47,581.00",0
12/04/2024,Building Management (Unit 26C) [ID:20241204-798] [06:13],,,"-$1,225.00","$29,320.00",1
12/21/2025,Utilitie payment [Ref:QJ5S],,,"-$2,800.00","$22,363.00",0
08/24/2025,Real Estate Solutions [ID:939503],,,-$800.00,"$47,267.00",0
07/06/2024,Recurring habitation expenditure [TXN:702727],,,"-$2,625.00","$10,035.00",1
10/22/2024,Property Services LLC [Trans:608149],,,-$800.00,"$1,628.00",0
03/01/2025,Condo fee [Payment:BIK2],,,"-$3,000.00","$15,452.00",0
07/16/2025,Premises Services [ID:20250716-373] [20:48],,,-$125.00,"$25,042.00",0
10/31/2024,Rnet payment [Payment:5E3H],,,"-$2,250.00","$6,700.00",1
06/18/2024,Complex payment [Payment:VG9K],,,-$250.00,"$35,883.00",0
05/18/2024,Residential payment Monthly anniversary #233051,,,"$2,050.00","$43,984.00",1
05/16/2025,Payment on 1st of month [Ref:21O0],,,-$350.00,"$5,949.00",0
12/01/2024,Bi-weekly housing [ID:20241201-160],,,-$100.00,"$44,525.00",0
10/01/2024,Remittance to Moore [Trans:926596] [05:28],,,-$450.00,"$32,807.00",0
01/01/2024,Service Last day [TXN:197874] [20:19],,,-$150.00,"$18,958.00",0
03/15/2025,Rent payment (apartment) [Ref:VSQA],,,-$900.00,"$6,107.00",1
12/11/2025,ACH to Johnson LLC [TXN:208214],,,-$300.00,"$7,712.00",0
03/11/2024,Monthly payment to John #758589 [03:08],,,"-$1,275.00","$14,962.00",1
08/26/2025,Flat fee [Date:20250826],,,"-$2,100.00","$17,238.00",1
11/05/2025,Rant remittance [ID:20251105-898] [15:40],,,"-$2,650.00","$26,673.00",1
06/24/2025,Rnet payment [ID:541307] [02:00],,,"-$1,850.00","$38,249.00",1
08/08/2024,Recurring transfer to Smith [Payment:OZCT] [02:19],,,-$600.00,"$33,836.00",0
06/07/2025,RENT PAYMENT (MONTHLY) #900298 [02:59],,,"-$2,800.00","$42,569.00",1
04/28/2024,Domicile Solutions [Ref:EZZF],,,-$75.00,"$49,539.00",0
06/19/2024,First of month payment [Payment:3JCZ],,,-$350.00,"$2,923.00",0
04/11/2025,Recurring transfer to Smith [Invoice:367508] [00:15],,,-$900.00,"$11,309.00",0
04/28/2025,Recurring habitation expenditure [Ref:XII6],,,"-$1,200.00","$47,794.00",1
08/08/2025,123 Main St monthly [Date:20250808],,,-$725.00,"$34,801.00",1
01/09/2024,Remittance to Moore [Invoice:586462],,,"-$1,400.00","$16,897.00",0
06/03/2024,Facility management disbursement [ID:20240603-357],,,-$625.00,"$42,677.00",1
04/16/2024,Transfer to Miller [ID:20240416-221],,,-$700.00,"$10,330.00",0
04/14/2025,Membership 5th monthly [Date:20250414],,,-$125.00,"$26,844.00",0
02/06/2025,Spot payment [Trans:312559],,,-$450.00,"$5,894.00",0
05/03/2024,Mid-month transfer [Ref:194813],,,-$250.00,"$8,858.00",0
05/31/2024,Transfer to Miller [Invoice:372804],,,-$500.00,"$20,584.00",0
04/06/2024,End of month remittance [ID:237064],,,-$900.00,"$15,567.00",1
03/17/2024,ACH to Johnson LLC [Trans:196446] [18:27],,,-$250.00,"$9,440.00",0
05/23/2025,Monthly on 15th [Date:20250523],,,"$1,350.00","$19,021.00",0
03/03/2024,Housing Associates [Ref:W229],,,-$150.00,"$35,459.00",0
12/18/2024,FEE - RECURRING [Payment:2C9T],,,"-$1,750.00","$2,920.00",0
04/12/2024,Lodging remittance [ID:20240412-624],,,"-$1,600.00","$49,303.00",1
06/29/2024,My unit disbursement [Trans:468765],,,"-$1,900.00","$46,911.00",1
05/17/2025,Domicile disbursement [TXN:601207],,,"-$1,500.00","$35,501.00",1
03/01/2024,Premises Services [Date:20240301],,,-$150.00,"$24,913.00",0
03/23/2025,Premises fee with service charge [TXN:827250],,,"-$1,725.00","$37,829.00",1
05/10/2024,Monthly payment to John [Payment:GL3W] [15:09],,,"$1,400.00","$38,190.00",0
03/20/2024,Property Services LLC #802571,,,$200.00,"$47,462.00",0
09/19/2024,Utility fee + tax [Trans:534130],,,-$600.00,"$11,901.00",0
06/15/2024,End of month remittance [ID:177804],,,"-$1,600.00","$7,863.00",1
12/22/2025,Payment on 1st of month [Invoice:206176],,,-$200.00,"$4,509.00",0
10/31/2024,Recurring transfer to Smith [Payment:MPKX],,,-$600.00,"$11,065.00",0
01/27/2024,My apartment payment [Invoice:923002],,,-$875.00,"$21,208.00",1
01/25/2025,Building Management [ID:977740],,,-$75.00,"$15,827.00",0
08/26/2025,Recurring transfer to Smith [ID:820442],,,-$600.00,"$36,095.00",0
05/29/2025,Complex Services [Ref:281276],,,"$1,050.00","$30,428.00",1
07/25/2024,Service Quarterly [Trans:191254],,,"$1,600.00","$5,391.00",0
12/18/2025,Lease charge for residential unit [Payment:V177],,,"-$2,050.00","$10,712.00",1
07/02/2025,Subscripton payment [ID:20250702-25] [10:44],,,-$350.00,"$40,908.00",0
02/20/2024,Rental payment #426053 [23:28],,,"-$1,800.00","$20,861.00",1
10/02/2024,Pad payment [TXN:876936] [22:32],,,"-$2,250.00","$27,684.00",0
05/18/2024,Utility fee + tax [Ref:BBMH],,,-$250.00,"$4,776.00",0
10/12/2025,UTILITY - MONTHLY [ID:715388],,,-$500.00,"$32,102.00",0
02/20/2024,Premises Services [Ref:316773],,,-$250.00,"$45,413.00",0
10/24/2025,Lease obligation payment [Ref:8XPN],,,"-$1,450.00","$21,018.00",1
04/22/2025,500 Oak Ave payment [Date:20250422],,,"-$2,000.00","$34,522.00",1
05/08/2025,Place I stay remittance [Payment:KF16],,,"-$1,750.00","$47,602.00",1
11/28/2025,Monthly payment to John #524252,,,"-$1,800.00","$28,431.00",0
12/03/2025,End of month remittance [Date:20251203],,,"-$1,900.00","$12,140.00",1
11/27/2025,Rent..payment [Trans:422002],,,-$825.00,"$49,772.00",1
02/24/2024,Utilitie payment #500209,,,-$900.00,"$45,610.00",0
05/26/2024,Recurring 1st week [TXN:285413],,,-$200.00,"$42,355.00",0
05/16/2025,Residence fee including amenities [Ref:PRAT],,,"-$1,150.00","$29,141.00",1
06/27/2025,Monthly on 15th [ID:461076],,,-$50.00,"$46,450.00",0
10/24/2024,Complex Services [ID:20241024-288] [07:46],,,"-$1,600.00","$46,008.00",0
08/04/2024,Pad payment [Payment:2NX1] [01:42],,,"-$2,575.00","$47,603.00",1
10/31/2025,Rnet payment [Ref:673867],,,-$975.00,"$9,099.00",1
11/09/2025,Domicile Solutions #636435,,,"-$1,125.00","$7,875.00",1
06/19/2025,Membership 25th standing [ID:317782],,,-$700.00,"$33,529.00",0
06/01/2024,UTILITY - AUTO [Date:20240601],,,-$125.00,"$30,933.00",0
03/12/2025,Tenancy payment [ID:444625],,,"-$1,100.00","$12,174.00",0
07/06/2024,Housing Associates [Ref:938754],,,-$800.00,"$32,342.00",0
04/16/2024,Premises Services [TXN:917012],,,"-$3,025.00","$25,887.00",1
04/25/2024,Subscripton payment [Ref:1UU9],,,"-$1,750.00","$45,428.00",0
03/19/2025,Rent payment  [Ref:503572],,,"-$2,400.00","$43,035.00",1
06/01/2025,Rent-paymnt [ID:20250601-593],,,"-$1,200.00","$22,013.00",1
03/21/2024,End of month remittance [Invoice:621533] [02:50],,,-$875.00,"$8,779.00",1
06/04/2025,Payment on 1st of month [Trans:956255],,,-$800.00,"$4,556.00",0
04/08/2025,Mid-month transfer [TXN:674295],,,"-$1,850.00","$20,135.00",0
04/19/2024,Zelle to Davis [Payment:M1BW] [14:29],,,"-$1,950.00","$13,489.00",0
05/25/2025,Domicile disbursement [TXN:633025] [21:38],,,"-$2,825.00","$32,649.00",1
05/31/2025,Subscripton payment [ID:20250531-196],,,"-$1,600.00","$18,930.00",0
12/19/2025,Property Services LLC [TXN:849086],,,"-$1,200.00","$41,905.00",0
12/28/2025,Real Estate Solutions [ID:20251228-618],,,"-$1,200.00","$44,722.00",0
01/26/2024,Domicile disbursement #400538,,,-$725.00,"$11,547.00",1
01/02/2025,Rant fee [Ref:507777],,,"-$2,775.00","$37,783.00",1
03/02/2025,Subscription Quarterly [Payment:IWZN],,,"-$1,550.00","$30,036.00",0
07/17/2024,Monthly premises fee [TXN:638807],,,$825.00,"$49,174.00",1
01/06/2024,Recurring 1st week [ID:745512],,,"-$1,750.00","$41,984.00",0
06/22/2025,Wire to Thompson [Ref:OM5X],,,"-$2,600.00","$36,591.00",0
09/25/2025,Unit Management [Ref:6WW8],,,-$600.00,"$30,207.00",1
01/30/2025,My apartment payment #639292,,,-$700.00,"$25,573.00",1
04/08/2024,For 303 Parkview #802897,,,"-$2,750.00","$14,813.00",1
10/24/2025,Utilitie payment [Date:20251024],,,"-$1,750.00","$5,800.00",0
10/07/2025,Property Services LLC [ID:772580],,,-$50.00,"$1,386.00",0
10/23/2024,Dwelling disbursement plus fees [TXN:499941],,,-$850.00,"$29,683.00",1
10/11/2025,Monthly on 15th [Invoice:682032],,,"$1,800.00","$37,275.00",0
08/03/2024,Spot payment [TXN:249375],,,$500.00,"$34,590.00",0
07/16/2025,Unit Management (Unit 43A) [Date:20250716],,,"-$1,500.00","$39,049.00",1
11/21/2024,Property Services LLC #482199,,,"-$1,700.00","$38,149.00",1
10/10/2024,Servise payment [Date:20241010],,,-$450.00,"$24,510.00",0
07/05/2025,Habitation remittance [Ref:132709],,,-$800.00,"$42,394.00",1
10/31/2025,Maintenance fee + insurance #240384,,,-$300.00,"$20,070.00",0
06/10/2025,Periodic domicile remittance [Trans:253300],,,"$1,300.00","$44,215.00",1
01/13/2025,Monthly on 15th [ID:592489],,,-$250.00,"$26,434.00",0
09/26/2024,Premises Services #785073,,,-$200.00,"$39,514.00",0
12/19/2024,Facility Solutions [Payment:SKFF],,,"-$1,100.00","$16,072.00",0
11/07/2025,Property management remittance [TXN:320939],,,-$975.00,"$32,393.00",1
05/17/2024,Unit fee for residential unit [Date:20240517],,,"-$2,975.00","$17,925.00",1
04/04/2025,Lease fee for residential unit [Invoice:730025],,,"-$2,375.00","$27,920.00",1
04/09/2025,ACH to Johnson LLC [Payment:S6Y3] [15:57],,,-$300.00,"$2,085.00",0
06/28/2025,Check #1234 for monthly (Unit 43A) [ID:20250628-768],,,"-$2,750.00","$45,470.00",1
01/25/2025,End of month remittance [Ref:187889],,,"-$1,100.00","$16,237.00",0
06/16/2025,Residential facility fee [Ref:XJ4P],,,"-$1,775.00","$11,143.00",1
07/27/2024,End of month remittance [TXN:607259],,,"-$1,200.00","$37,366.00",0
08/23/2024,Recurring 1st week [Ref:939756],,,-$925.00,"$23,179.00",1
04/27/2025,RENT-RECURRING [Invoice:183927],,,-$800.00,"$25,303.00",1
06/28/2024,Lease payment for residential unit [Payment:H2SZ] [01:23],,,-$625.00,"$34,957.00",1
11/01/2025,Periodic domicile remittance [ID:802191],,,-$850.00,"$24,142.00",1
07/26/2025,FEE - RECURRING [ID:523579],,,$350.00,"$30,803.00",0
04/29/2024,Maintenence payment [Trans:564276],,,"-$1,200.00","$46,494.00",0
05/08/2025,Habitation remittance [Date:20250508],,,"-$1,925.00","$16,068.00",1
02/12/2025,Rent payment (primary residence) #429119,,,$900.00,"$32,231.00",1
08/28/2024,Rental payment [Trans:976960],,,"-$1,325.00","$17,364.00",1
05/08/2025,My unit disbursement [Payment:96KH] [16:51],,,"-$2,450.00","$33,165.00",1
05/04/2025,UTILITY - AUTO [Ref:579404],,,-$500.00,"$12,455.00",0
08/17/2025,Real Estate Solutions [ID:20250817-658],,,"-$1,600.00","$18,226.00",0
01/08/2025,Maintenence payment [ID:20250108-669] [23:09],,,"$1,100.00","$45,958.00",0
01/10/2024,Facility Solutions [Payment:Z2KU] [03:44],,,-$150.00,"$34,882.00",0
03/02/2024,Where I live payment [Ref:372387],,,"-$2,350.00","$22,932.00",1
11/26/2025,Membership 15th auto [ID:472358],,,"-$1,400.00","$19,652.00",0
04/19/2025,Unit remittance [Ref:WO6C],,,$200.00,"$28,644.00",0
10/30/2025,Payment to Wilson [ID:20251030-910] [00:08],,,"-$1,600.00","$30,156.00",0
11/08/2025,Premises maintenance remittance [Invoice:166891],,,"-$1,325.00","$7,262.00",1
04/16/2024,Recurring habitation expenditure [Ref:873422] [11:55],,,-$875.00,"$17,213.00",1
05/02/2025,Bi-weekly housing [Payment:TVQ0],,,"-$1,200.00","$9,854.00",0
12/21/2024,Transfer to Miller [Ref:KA34],,,-$100.00,"$18,026.00",0
12/05/2025,RENT~MONTHLY [Invoice:726003],,,"-$1,600.00","$20,196.00",1
06/16/2024,Crib fee [Date:20240616],,,"-$1,975.00","$6,191.00",1
02/26/2025,ACH to Johnson LLC [Ref:574760],,,-$950.00,"$41,483.00",0
07/09/2024,Residential payment 20th periodic [Date:20240709],,,"-$1,525.00","$48,651.00",1
01/15/2025,End of month remittance [Date:20250115],,,-$75.00,"$10,574.00",0
