Date,Description,Comments,Check Number,Amount,Balance,rent
05/31/2024,Utilitie payment,,,-$350.00,"$9,519.00",0
06/27/2024,Bi-weekly housing,,,"-$1,850.00","$16,593.00",0
01/17/2024,Recurring transfer to Smith,,,-$150.00,"$49,867.00",0
05/02/2025,Rent payment (primary residence),,,"-$2,650.00","$34,019.00",1
09/21/2025,500 Oak Ave payment,,,"-$1,675.00","$3,041.00",1
05/05/2025,RENT-RECURRING,,,-$975.00,"$30,069.00",1
03/23/2024,Unit remittance for residential unit,,,-$825.00,"$42,489.00",1
01/25/2025,Subscription Bi-weekly,,,-$800.00,"$46,991.00",0
11/01/2025,Abode payment plus insurance,,,"-$1,375.00","$15,974.00",1
12/13/2024,CHARGE - RECURRING,,,-$125.00,"$17,704.00",0
06/05/2024,HOA fee + tax,,,-$100.00,"$7,328.00",0
05/13/2024,Pad payment,,,"-$1,200.00","$27,922.00",0
11/12/2025,Membership Last day,,,-$75.00,"$24,045.00",0
08/14/2025,Lodgings remittance,,,"-$2,375.00","$23,945.00",1
04/27/2024,Servise payment,,,$700.00,"$41,745.00",0
09/15/2025,Residential payment Calendar month,,,"-$1,500.00","$47,052.00",1
12/13/2024,Complex fee,,,-$150.00,"$10,297.00",0
04/03/2024,Rant remittance,,,"-$1,975.00","$11,315.00",1
11/15/2024,Utilitie payment,,,-$750.00,"$18,832.00",0
11/08/2025,Apart from rent - maintenance,,,-$800.00,"$34,577.00",0
12/19/2024,Rent payment (primary residence),,,"-$3,025.00","$21,212.00",1
08/13/2024,Unit fee for residential unit,,,-$625.00,"$14,843.00",1
09/18/2024,Check #1234 for monthly (Unit 48B),,,"-$1,225.00","$47,115.00",1
05/27/2025,Crib fee,,,"-$1,800.00","$49,630.00",1
03/22/2025,Habitation remittance,,,"-$1,800.00","$27,504.00",1
10/23/2024,Monthly payment to John,,,"-$2,250.00","$24,714.00",0
03/23/2025,RENT - DO NOT DELETE,,,"-$2,150.00","$6,154.00",1
11/13/2024,Servise payment,,,-$450.00,"$42,499.00",0
06/27/2025,Place remittance,,,"-$1,850.00","$43,299.00",1
08/29/2024,Where I live payment,,,"-$1,325.00","$43,959.00",1
06/30/2024,Residential payment Quarterly,,,"-$2,425.00","$38,976.00",1
11/28/2025,Membership Semi-monthly,,,"-$1,800.00","$42,105.00",0
06/03/2024,Independent of rent - repair,,,-$800.00,"$39,759.00",0
12/26/2024,Rental payment,,,"-$2,275.00","$25,165.00",1
03/19/2024,Utility fee incl. services,,,"-$1,600.00","$37,327.00",0
04/05/2025,Residential payment Semi-monthly,,,"-$1,350.00","$33,857.00",1
03/04/2024,Rent payment (primary residence),,,-$900.00,"$3,565.00",1
12/25/2025,Rent payment (primary residence),,,"-$2,650.00","$24,848.00",1
10/16/2024,Building disbursement,,,"-$1,750.00","$7,193.00",0
10/17/2024,Bi-weekly housing,,,"-$1,600.00","$39,190.00",0
12/24/2024,Property fee for residential unit,,,"-$1,150.00","$6,552.00",1
07/26/2025,Building disbursement,,,-$150.00,"$49,416.00",0
10/23/2025,Abode payment plus insurance,,,"-$1,800.00","$12,813.00",1
12/15/2024,Residential payment First Monday,,,"$1,325.00","$11,154.00",1
10/29/2024,RENT: UNIT 304,,,"-$2,650.00","$35,506.00",1
11/08/2025,Unit remittance for residential unit,,,"-$1,925.00","$46,406.00",1
03/24/2025,Landlord services payment,,,"-$1,475.00","$30,420.00",1
06/30/2025,End of month remittance,,,"-$1,350.00","$38,383.00",1
04/17/2025,Subscripton payment,,,"$1,000.00","$14,087.00",0
09/13/2024,Invoice: RESIDENCE,,,"$1,900.00","$47,622.00",1
10/18/2024,Periodic domicile remittance,,,"$1,575.00","$10,656.00",1
04/03/2024,Subscription 15th auto,,,-$500.00,"$26,982.00",0
08/29/2024,Unit charge,,,-$500.00,"$7,493.00",0
05/29/2024,Remittance to Moore,,,-$900.00,"$47,238.00",0
04/04/2025,Utility fee + tax,,,-$350.00,"$48,660.00",0
04/23/2024,Servise payment,,,"-$1,450.00","$41,816.00",0
03/05/2024,Semi-monthly residence,,,-$900.00,"$34,775.00",0
05/27/2024,Monthly payment to John,,,"-$1,500.00","$44,540.00",1
06/20/2025,Residential payment 5th monthly,,,"-$2,650.00","$34,267.00",1
02/03/2025,RENT - APT 5B,,,"-$1,950.00","$2,064.00",1
03/10/2024,Unit disbursement,,,"-$1,400.00","$3,905.00",0
07/13/2025,Complex fee,,,-$800.00,"$12,945.00",0
03/05/2024,Rent-paymnt,,,-$750.00,"$14,072.00",1
11/19/2024,Residential payment Bi-weekly,,,"-$2,000.00","$3,399.00",1
10/19/2024,Unit fee for residential unit,,,"-$1,750.00","$25,118.00",1
02/13/2025,Subscripton payment,,,-$450.00,"$33,605.00",0
06/15/2025,ACH to Johnson LLC,,,"-$1,250.00","$22,050.00",0
03/22/2024,Building fee for residential unit,,,"-$1,675.00","$28,925.00",1
12/07/2025,Rent payment (primary residence),,,-$750.00,"$29,504.00",1
10/16/2025,Service 1st of month,,,"-$1,800.00","$45,525.00",0
02/01/2024,Ref: RES-UNIT-5B,,,-$725.00,"$43,281.00",1
01/05/2025,Unit fee,,,"$2,250.00","$25,380.00",0
03/19/2024,Strata payment,,,-$500.00,"$17,358.00",0
01/27/2024,Rent-paymnt,,,"$2,625.00","$8,717.00",1
09/23/2024,Servise payment,,,"$1,600.00","$33,191.00",0
05/05/2024,Habitation remittance,,,"-$2,225.00","$30,170.00",1
11/29/2025,Residential payment 25th standing,,,"-$1,800.00","$20,029.00",1
06/10/2024,Servise payment,,,-$500.00,"$14,171.00",0
08/30/2024,Rnet payment,,,"-$1,900.00","$31,631.00",1
09/18/2025,RENT: UNIT 304,,,"$1,675.00","$48,111.00",1
06/22/2025,Separate from rent - deposit,,,"-$1,750.00","$30,489.00",0
11/27/2025,Lodgings remittance,,,"-$1,200.00","$9,456.00",0
05/29/2025,Service 1st of month,,,"-$1,250.00","$47,486.00",0
12/20/2024,Residential payment Bi-weekly,,,"-$1,600.00","$42,619.00",1
05/08/2024,Utility fee incl. services,,,"-$3,000.00","$44,170.00",0
07/31/2025,Bi-weekly housing,,,"-$3,000.00","$14,815.00",0
09/24/2025,HOA fee incl. services,,,"$1,200.00","$32,650.00",0
12/02/2025,Rent payment (primary residence),,,-$800.00,"$28,238.00",1
04/20/2025,Domicile Solutions,,,-$150.00,"$49,116.00",0
02/12/2025,Real Estate Solutions,,,"-$1,000.00","$31,570.00",0
09/30/2024,Rent payment ,,,-$900.00,"$26,175.00",1
09/11/2024,Subscription 10th recurring,,,"-$1,400.00","$11,442.00",0
06/11/2025,Other than rent - tax,,,"-$1,950.00","$16,776.00",0
08/20/2025,Unit fee for residential unit,,,"-$1,675.00","$43,877.00",1
10/19/2024,Tenancy payment,,,"-$1,550.00","$27,427.00",0
02/16/2024,Apart from rent - maintenance,,,"-$2,800.00","$26,319.00",0
07/17/2025,Domicile Solutions,,,-$950.00,"$23,222.00",0
05/27/2024,Complex Services,,,-$600.00,"$9,980.00",0
04/30/2025,Lodgings remittance,,,"-$1,600.00","$41,178.00",0
06/15/2024,Building fee,,,"-$1,400.00","$35,887.00",0
12/26/2025,Condo fee,,,-$50.00,"$28,298.00",0
12/05/2025,HOA fee + insurance,,,"-$1,800.00","$38,855.00",0
02/22/2024,Lodgings remittance,,,"-$2,650.00","$25,916.00",1
11/28/2025,Premises Services,,,-$925.00,"$21,558.00",1
06/04/2024,Besides rent - insurance,,,-$700.00,"$31,907.00",0
12/23/2025,Residential facility fee,,,"$2,800.00","$32,350.00",1
11/17/2024,Membership First Monday,,,-$450.00,"$48,246.00",0
09/16/2025,Besides rent - insurance,,,-$350.00,"$20,504.00",0
12/22/2025,Recurring 1st week,,,-$900.00,"$48,294.00",0
10/21/2024,Monthly on 15th,,,"$1,200.00","$23,618.00",0
10/24/2024,Premises maintenance remittance,,,"-$1,875.00","$49,977.00",1
08/07/2024,Unit Management,,,-$350.00,"$9,996.00",0
09/22/2025,Rant remittance,,,"-$1,400.00","$35,802.00",1
10/15/2025,Check #1234 for monthly,,,"-$2,350.00","$10,009.00",1
07/17/2025,Residential payment 10th recurring,,,"-$2,125.00","$14,071.00",1
11/24/2024,Recurring transfer to Smith,,,-$100.00,"$49,410.00",0
06/28/2024,Rent payment ,,,-$775.00,"$13,210.00",1
02/08/2024,Premises Services,,,"-$1,750.00","$43,029.00",0
05/17/2024,CHARGE - RECURRING,,,-$250.00,"$48,914.00",0
10/25/2025,Wire to Thompson,,,-$50.00,"$38,210.00",0
06/28/2024,Unit payment including maintenance,,,"-$2,150.00","$27,269.00",1
07/08/2024,Residential payment First Monday,,,"-$1,725.00","$26,137.00",1
04/02/2025,Ren tpayment,,,"-$1,700.00","$1,749.00",1
10/31/2025,Complex charge,,,-$75.00,"$11,467.00",0
12/03/2025,Spot payment,,,-$400.00,"$20,335.00",0
09/21/2025,Debit to Anderson,,,"-$1,850.00","$36,994.00",0
07/04/2025,SERVICE - MONTHLY,,,"-$1,600.00","$30,278.00",0
03/20/2024,Service 5th monthly,,,"-$1,200.00","$36,170.00",0
06/17/2024,Lease charge for residential unit,,,"-$2,200.00","$47,983.00",1
04/03/2024,CHARGE - MONTHLY,,,"-$2,100.00","$4,783.00",0
11/19/2025,UTILITY - RECURRING,,,-$350.00,"$38,900.00",0
02/16/2024,Rent payment (apartment),,,$900.00,"$5,523.00",1
02/02/2024,Wire to Thompson,,,$150.00,"$43,328.00",0
01/18/2025,Subscription Last day,,,-$600.00,"$44,371.00",0
10/31/2025,RENT: UNIT 304,,,"-$1,300.00","$9,345.00",1
01/04/2024,Rent (missed auto),,,"-$2,300.00","$25,856.00",1
09/10/2024,Rent payment ,,,"$1,525.00","$48,515.00",1
02/02/2024,RENT-RECURRING,,,-$625.00,"$7,612.00",1
04/02/2025,Spot payment,,,-$725.00,"$27,362.00",1
08/27/2024,Place remittance,,,"-$1,650.00","$48,940.00",0
08/14/2025,Crib fee,,,-$450.00,"$44,267.00",0
02/27/2025,Unit fee for residential unit,,,"-$2,850.00","$12,477.00",1
07/23/2025,Additional to rent - fee,,,"-$1,800.00","$21,888.00",0
02/22/2025,Housing Associates,,,-$200.00,"$15,768.00",0
12/25/2025,Building Management,,,$75.00,"$37,522.00",0
02/01/2025,Zelle to Davis,,,-$875.00,"$7,059.00",1
02/22/2024,Monthly on 15th,,,-$700.00,"$39,507.00",1
05/05/2025,Quarterly dwelling,,,$625.00,"$49,593.00",1
05/05/2025,Residential payment Every 30 days,,,"$1,375.00","$37,181.00",1
10/16/2024,Property payment,,,-$400.00,"$33,589.00",0
04/10/2024,CHARGE - RECURRING,,,-$250.00,"$37,865.00",0
05/29/2024,Unit 7B monthly,,,"-$3,050.00","$20,345.00",1
07/19/2024,Property fee for residential unit,,,"-$2,975.00","$43,900.00",1
09/20/2024,Subscripton payment,,,"-$1,800.00","$49,022.00",0
06/22/2024,Unit Management,,,"$2,800.00","$4,849.00",0
03/17/2024,Residential payment Quarterly,,,-$700.00,"$42,333.00",1
03/10/2024,Rnet payment,,,"-$1,400.00","$4,961.00",1
11/06/2025,NOT rent - utilities,,,"-$1,200.00","$35,695.00",0
07/02/2025,Membership 1st of month,,,$700.00,"$8,013.00",0
06/20/2025,Housing allocation payment,,,"-$2,600.00","$18,519.00",1
03/21/2024,Property fee,,,$800.00,"$15,801.00",0
12/01/2025,UTILITY - AUTO,,,"-$1,800.00","$25,855.00",0
07/19/2025,NOT rent - utilities,,,"-$2,100.00","$22,710.00",0
06/24/2025,Residential payment 15th auto,,,"-$1,400.00","$4,051.00",1
12/01/2025,Residential payment Bi-weekly,,,"-$2,950.00","$21,610.00",1
07/31/2024,Place remittance,,,"-$1,900.00","$37,959.00",1
08/03/2025,RENT-RECURRING,,,"-$2,800.00","$49,479.00",1
12/06/2025,Rent-pay ment,,,"-$1,800.00","$16,213.00",1
12/14/2024,Accommodation remittance including tax,,,"-$1,950.00","$18,912.00",1
05/17/2025,Unit Management,,,-$600.00,"$44,297.00",0
03/28/2024,Maintenence payment,,,-$300.00,"$11,107.00",0
12/29/2025,Servise payment,,,-$600.00,"$1,340.00",0
03/31/2025,Building payment,,,"-$1,250.00","$37,502.00",0
04/15/2024,Real Estate Solutions,,,"-$1,750.00","$1,808.00",0
02/27/2025,Unit charge,,,"$1,200.00","$38,483.00",0
12/02/2025,Unit remittance for residential unit,,,"-$1,550.00","$10,563.00",1
06/20/2024,Rent payment (primary residence),,,"-$1,675.00","$24,666.00",1
09/09/2024,Subscripton payment,,,"-$1,600.00","$9,879.00",0
01/07/2024,Membership 25th standing,,,-$600.00,"$22,937.00",0
10/28/2025,Subscription 10th recurring,,,-$450.00,"$32,392.00",0
06/30/2024,Subscription 25th standing,,,"-$1,800.00","$16,887.00",0
01/20/2025,End of month remittance,,,$600.00,"$14,094.00",0
11/29/2025,Rnet payment,,,"-$2,225.00","$20,092.00",1
02/22/2025,Apartment payment + parking,,,"-$1,625.00","$11,101.00",1
01/21/2025,Domicile Solutions,,,-$900.00,"$46,331.00",0
07/10/2025,Real Estate Solutions,,,"$1,200.00","$8,167.00",0
11/04/2025,Apartment payment + parking,,,$800.00,"$45,398.00",1
12/05/2024,Service Last day,,,"-$1,450.00","$34,999.00",0
04/01/2025,Lease payment for residential unit,,,"-$3,050.00","$2,609.00",1
04/17/2024,Quarterly dwelling,,,"-$1,100.00","$23,483.00",0
07/30/2024,Flat fee,,,"-$2,250.00","$20,678.00",0
12/28/2025,Property management remittance,,,$925.00,"$49,528.00",1
06/12/2025,Wire to Thompson,,,"-$2,125.00","$27,545.00",1
07/09/2024,Unit payment including maintenance,,,"-$1,900.00","$13,931.00",1
08/29/2025,NOT rent - utilities,,,-$250.00,"$5,100.00",0
07/03/2025,Property Services LLC (Unit 8B),,,"$2,450.00","$21,539.00",1
09/17/2025,Unit disbursement,,,-$500.00,"$12,306.00",0
09/21/2025,Crib fee,,,-$150.00,"$8,664.00",0
01/17/2025,Abode payment plus insurance,,,"-$1,975.00","$38,670.00",1
03/09/2025,Payment on 1st of month,,,"-$1,200.00","$12,353.00",0
05/16/2025,Wire to Thompson,,,"-$2,300.00","$24,529.00",1
05/11/2025,Building administration fee,,,"-$2,850.00","$27,813.00",1
03/01/2025,Subscripton payment,,,"-$3,000.00","$15,452.00",0
02/03/2024,Unit Management,,,"-$2,250.00","$33,460.00",0
08/09/2025,For 303 Parkview,,,"-$1,900.00","$3,726.00",1
07/13/2025,Residential Services,,,-$125.00,"$17,222.00",0
02/03/2024,Additional to rent - fee,,,$100.00,"$16,528.00",0
08/25/2025,Accommodation remittance including tax,,,"-$2,075.00","$14,541.00",1
03/01/2024,Strata payment,,,"-$1,600.00","$22,210.00",1
10/23/2024,Strata payment,,,"$2,100.00","$19,174.00",0
12/19/2025,RENT - DO NOT DELETE,,,"-$1,100.00","$45,317.00",1
05/16/2025,Payment on 1st of month,,,-$350.00,"$5,949.00",0
02/16/2025,Rental payment,,,"$1,875.00","$22,449.00",1
04/05/2024,Rent-paymnt,,,"-$1,800.00","$27,064.00",1
03/15/2025,RENT~MONTHLY,,,"-$1,550.00","$23,135.00",1
08/02/2025,RENT_INVOICE_001,,,-$700.00,"$31,119.00",1
05/07/2024,Residential payment 10th recurring,,,"-$2,275.00","$29,036.00",1
12/06/2025,Residential payment Quarterly,,,"-$1,625.00","$18,958.00",1
11/01/2025,Unit charge for residential unit,,,"-$1,825.00","$41,999.00",1
12/17/2025,Subscripton payment,,,-$950.00,"$32,248.00",0
05/15/2024,Strata payment,,,"-$2,200.00","$23,516.00",1
03/08/2025,Premises fee with service charge,,,-$825.00,"$48,891.00",1
04/15/2024,Building fee for residential unit,,,"-$1,125.00","$9,725.00",1
03/11/2024,Letting fee,,,"-$1,275.00","$14,962.00",1
02/25/2025,Premises fee with service charge,,,"-$1,300.00","$10,175.00",1
08/26/2025,Ren tpayment,,,"-$2,100.00","$17,238.00",1
10/22/2025,Unit Management,,,"-$1,600.00","$46,251.00",0
11/05/2025,RENT - DO NOT DELETE,,,"-$2,650.00","$26,673.00",1
10/23/2025,Semi-monthly residence,,,-$300.00,"$33,740.00",0
06/24/2025,RENT - APT 5B,,,"-$1,850.00","$38,249.00",1
01/09/2025,Lodgings remittance,,,-$900.00,"$2,093.00",0
01/15/2024,Recurring transfer to Smith,,,"-$2,000.00","$47,702.00",1
03/09/2025,Utilitie payment,,,"-$1,800.00","$19,184.00",0
11/13/2024,Residential facility fee,,,"-$1,150.00","$39,432.00",1
11/13/2024,Rent with included services,,,-$725.00,"$29,474.00",1
04/09/2025,Monthly housing and utilities bundle,,,"-$1,625.00","$47,392.00",1
12/19/2025,Remittance: DWELLING,,,"-$1,900.00","$48,236.00",1
06/19/2024,Building payment,,,-$125.00,"$29,136.00",0
06/20/2025,Recurring 1st week,,,"-$1,400.00","$34,474.00",0
02/26/2024,Apart from rent - maintenance,,,-$200.00,"$7,743.00",0
08/21/2024,Rnet payment,,,-$700.00,"$31,917.00",1
01/27/2025,Service 10th recurring,,,"-$1,200.00","$43,972.00",0
08/17/2024,Property remittance,,,-$450.00,"$25,432.00",0
05/29/2025,Monthly housing and utilities bundle,,,"-$1,225.00","$4,009.00",1
03/11/2024,FEE - RECURRING,,,"-$2,250.00","$14,151.00",0
07/31/2025,Servise payment,,,$800.00,"$13,807.00",0
06/03/2024,Facility management disbursement,,,-$625.00,"$42,677.00",1
12/09/2024,Building administration fee,,,"-$1,600.00","$16,608.00",1
05/18/2025,Membership 10th recurring,,,"-$1,450.00","$35,062.00",0
12/18/2025,CHARGE - AUTO,,,-$100.00,"$42,760.00",0
