Date,Description,Comments,Check Number,Amount,Balance,rent
09/30/2024,INT INTEREST CREDIT,,,$0.85,"$12,551.05",0
08/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$65.00,"$4,268.93",0
05/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.24,"$14,071.58",0
09/19/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,332.94","$12,551.20",0
12/26/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,792.35","$9,425.05",0
03/19/2025,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,132.24","$11,274.44",0
11/27/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,932.31","$13,384.53",0
08/05/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$3,965.03",1
04/15/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$2,153.39","$11,894.05",0
12/05/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.17,"$13,315.23",0
11/30/2024,INT INTEREST CREDIT,,,$0.90,"$13,385.43",0
09/04/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,393.79","$7,510.44",0
06/17/2025,ZEL ZELLE FROM LI PING,,,$200.00,"$3,388.49",0
12/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.39,"$10,951.19",0
07/24/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$29.26,"$2,889.87",0
03/20/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$19.00,"$11,293.44",0
01/02/2026,ECK VENMO 3264681992  BR PAYMENT,,,-$13.40,"$14,096.69",0
04/04/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$245.00,"$13,117.43",0
05/23/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.03,"$6,481.77",0
10/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.24,"$17,114.66",0
10/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.92,"$17,084.08",0
01/02/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,650.00","$13,116.01",1
10/06/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.07,"$15,027.94",0
08/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$232.08,"$4,333.93",0
03/05/2025,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,132.23","$13,243.36",0
06/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$40.00,$848.49,0
09/19/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$50.00,"$10,442.30",0
08/21/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$320.00,"$5,824.13",0
10/15/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$4,275.71","$12,808.37",0
11/13/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,393.79","$12,640.60",0
08/08/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$13.18,"$6,502.38",0
03/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$10.00,"$9,148.68",0
01/15/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$1,808.28","$13,075.01",0
12/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$14.06,"$10,991.10",0
02/21/2025,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$10,838.47","$15,215.28",0
08/21/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$300.00,"$5,524.13",0
03/27/2025,DIR PTC EZ PASS AUTO 0383913206  BR PAYMENT,,,-$70.00,"$11,050.20",0
08/05/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.74,"$4,000.29",0
08/16/2024,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$4,284.70","$6,141.43",0
07/21/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.03,$549.54,0
10/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.23,"$17,106.43",0
08/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.89,"$8,043.00",0
02/28/2025,INT INTEREST CREDIT,,,$0.85,"$14,211.13",0
10/08/2024,ECK PAYPAL PAYPALSI77  BR INST XFER,,,-$10.44,"$7,730.65",0
07/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.43,$756.57,0
11/04/2024,ZEL ZELLE TO LIU BAOZHU,,,"-$1,650.00","$10,062.92",1
04/07/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.88,"$11,359.55",0
03/03/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$325.00,"$13,136.13",0
06/16/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$1,742.98","$3,420.49",0
03/04/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$11,111.13",1
09/30/2025,INT INTEREST CREDIT,,,$0.55,"$6,436.22",0
12/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.58,"$10,972.32",0
07/09/2025,ECK VENMO 3264681992  BR PAYMENT,,,"-$1,150.00","$1,345.06",0
09/12/2024,DEP CITIZE SV WEBXFR 1770527921  BR P2P ZUOYANG LI,,,"$4,500.15","$11,631.31",0
07/10/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,374.87","$3,719.93",0
08/04/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$225.00,"$5,715.03",0
09/02/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$14.10,"$4,123.15",0
01/17/2025,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,,,"-$2,671.68","$10,403.33",0
04/06/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$11,367.43",1
11/09/2025,ZEL ZELLE FROM LI JERRY,,,$40.00,"$10,711.76",0
11/13/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.42,"$12,633.18",0
08/27/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$325.00,"$4,830.19",0
12/08/2025,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$2.98,"$11,562.25",0
02/17/2025,ZEL ZELLE FROM LI PING,,,$360.00,"$11,030.22",0
09/19/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$18.82,"$10,423.48",0
12/11/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,393.81","$15,456.06",0
05/13/2025,DEP TD BANK NA 1770527921  BR ZELLE JOYCE WANG,,,$430.18,"$13,918.60",0
08/22/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$5.28,"$5,282.37",0
09/25/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$1.00,"$6,435.67",0
03/17/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$2,954.51","$9,158.68",0
07/31/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$417.93,"$5,929.82",0
12/27/2024,DEP CHECK   NORTH HILLS OFFICE,,,"$4,200.00","$14,835.05",0
08/07/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,393.79","$6,515.56",0
06/23/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$675.00,$635.38,0
09/12/2024,DEP CITIZE CK WEBXFR 1770527921  BR P2P ZUOYANG LI,,,"$1,350.01","$12,981.32",0
06/09/2025,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$2.98,"$3,898.23",0
02/26/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$145.00,"$14,210.28",0
09/09/2024,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$5.89,"$7,131.16",0
11/14/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,792.34","$12,855.26",0
06/10/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$318.00,"$3,580.23",0
11/14/2025,ZEL ZELLE FROM FEIERTAG ADRIAN,,,$114.42,"$12,747.60",0
11/15/2024,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$2,360.66","$10,494.60",0
10/01/2025,DIR VENMO 5264681992  BR CASHOUT,,,$960.00,"$7,396.22",0
04/30/2025,INT INTEREST CREDIT,,,$0.99,"$11,962.58",0
07/30/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$450.00,"$6,353.00",0
06/09/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$200.00,"$3,901.21",0
07/30/2024,ECK CITIZE CK WEBXFR 3770527921  BR ETRANSFER,,,-$20.00,"$10,765.63",0
08/31/2024,INT INTEREST CREDIT,,,$0.72,"$7,474.10",0
04/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$180.00,"$10,889.05",0
02/05/2025,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,661.24","$10,723.22",0
06/12/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$525.00,"$5,186.47",0
09/02/2025,DIR VENMO 5264681992  BR CASHOUT,,,"$1,432.44","$4,296.25",0
12/31/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$280.00,"$14,108.99",0
10/30/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.63,"$12,490.52",0
09/14/2025,ZEL ZELLE FROM WANG JOYCE,,,$11.00,"$6,417.23",0
06/30/2025,DIR VENMO 5264681992  BR CASHOUT,,,$350.38,"$3,102.77",0
08/12/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$13.18,"$8,034.89",0
12/12/2025,ECK AMEX EPAYMENT 0005000040  BR ACH PMT,,,-$122.61,"$15,359.45",0
09/15/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$1,362.68","$5,054.55",0
01/24/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.73,"$12,230.34",0
10/31/2025,INT INTEREST CREDIT,,,$1.24,"$12,491.76",0
11/10/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$80.00,"$10,631.76",0
07/04/2025,ZEL ZELLE FROM VO KHUE,,,$32.00,"$3,095.06",0
08/03/2025,ZEL ZELLE FROM WANG JOYCE,,,$10.00,"$5,940.03",0
07/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$3.57,"$2,148.90",0
08/29/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.85,"$4,613.34",0
05/08/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$12,444.81",1
03/23/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$18.00,"$11,128.44",0
09/03/2024,ECK CITIZE CK WEBXFR 3770527921  BR ETRANSFER,,,-$20.00,"$5,804.10",0
03/05/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$655.00,"$12,588.36",0
11/15/2024,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,,,-$42.38,"$10,452.22",0
07/24/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,376.23","$2,919.13",0
08/06/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$77.00,"$4,051.77",0
12/31/2024,INT INTEREST CREDIT,,,$0.96,"$14,766.01",0
06/16/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$200.00,"$3,220.49",0
01/09/2025,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,838.38","$14,883.29",0
03/27/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.48,"$11,036.62",0
05/15/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,132.23","$16,010.83",0
08/05/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.48,"$3,974.77",0
01/20/2025,ZEL ZELLE FROM WANG JOYCE,,,$271.00,"$10,674.33",0
10/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$11.06,"$17,123.90",0
07/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$162.62,-$33.96,0
07/15/2025,ATS AUTOMATIC TRANSFER DEPOSIT,,,$33.96,$0.00,0
08/22/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$1.00,"$5,281.37",0
02/14/2025,ZEL ZELLE TO BLAYLOCK BARBARA,,,-$65.00,"$10,670.22",0
07/15/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$1,670.24",$478.66,0
10/09/2024,DEP CITIZE SV WEBXFR 1770527921  BR P2P ZUOYANG LI,,,"$1,000.02","$8,730.67",0
02/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$13.00,"$4,611.22",0
09/23/2024,ECK Subscription 9000142694  BR Acorns,,,-$1.00,"$12,550.20",0
04/10/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.56,"$11,329.06",0
06/09/2025,ZEL ZELLE FROM WANG JOYCE,,,$842.39,"$6,101.21",0
11/24/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$11.66,"$9,958.77",0
10/31/2024,INT INTEREST CREDIT,,,$0.87,"$11,627.92",0
12/20/2024,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,,,"-$4,766.90","$6,632.70",0
08/28/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$210.00,"$4,620.19",0
11/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.42,"$9,970.43",0
02/26/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$210.00,"$14,355.28",0
05/01/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,132.23","$14,094.81",0
11/02/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$10,741.76",1
12/18/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$44.00,"$10,995.19",0
08/08/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.88,"$6,494.50",0
04/24/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.44,"$12,221.59",0
04/09/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$1.00,"$11,336.62",0
07/17/2025,DEP Forbright Bank 055003612  BR ACH Trans Covering my ass,,,$500.00,$500.00,0
08/13/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$18.00,"$8,052.89",0
11/30/2025,INT INTEREST CREDIT,,,$0.92,"$13,331.38",0
08/15/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$2,556.15","$5,486.85",0
08/11/2025,DIR VENMO 5264681992  BR CASHOUT,,,"$1,006.55","$8,048.07",0
08/22/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,332.95","$7,473.38",0
11/17/2025,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$2,769.75","$9,977.85",0
08/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$130.00,"$5,181.85",0
06/07/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$12.00,"$5,023.04",0
08/19/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$15.70,"$3,800.34",0
01/03/2025,POS MC USPS CHANGE OF A  BR 800 2383150 TN,,,-$1.10,"$13,114.91",0
09/16/2024,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$1,763.06","$11,218.26",0
10/30/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,540.30","$12,499.15",0
12/12/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,792.35","$14,527.78",0
10/31/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,844.62","$11,627.05",0
03/21/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$183.00,"$11,476.44",0
07/17/2025,DIR VENMO 5264681992  BR CASHOUT,,,$266.00,$766.00,0
07/21/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$200.00,$556.57,0
08/21/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,393.79","$6,144.13",0
07/11/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$1,969.93",1
07/24/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,332.94","$10,785.63",0
04/02/2025,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$2,132.24","$12,880.93",0
08/26/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$175.00,"$5,447.37",0
09/02/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$44.00,"$4,137.25",0
08/06/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$380.00,"$3,121.77",0
08/21/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$230.00,"$5,294.13",0
06/26/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,132.22","$2,752.39",0
02/01/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$9,971.98",1
08/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$175.00,"$5,311.85",0
07/21/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.64,$542.90,0
08/26/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$146.00,"$5,301.37",0
05/19/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$475.00,"$13,596.58",0
06/02/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$800.00,"$6,761.04",0
04/08/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.79,"$11,351.76",0
08/05/2025,DIR PAYPAL PAYPALSD11  BR TRANSFER,,,$45.00,"$4,010.03",0
10/03/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,332.96","$13,884.01",0
04/14/2025,DIR VENMO 5264681992  BR CASHOUT,,,"$3,673.38","$14,047.44",0
08/05/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.30,"$3,981.25",0
05/31/2025,INT INTEREST CREDIT,,,$0.93,"$7,561.04",0
03/28/2025,ZEL ZELLE TO RAPID,,,-$200.00,"$10,836.62",0
07/30/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$5.25,"$6,347.75",0
09/20/2025,ZEL ZELLE FROM Insu UPS,,,$13.19,"$10,436.67",0
10/15/2024,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,-$764.80,"$7,965.87",0
09/16/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.68,"$4,471.60",0
10/08/2024,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$15.21,"$7,741.09",0
05/20/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$186.00,"$6,497.69",0
07/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$40.00,"$2,159.11",0
04/24/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$525.00,"$12,491.03",0
11/10/2025,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$2.98,"$10,628.78",0
09/02/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.50,"$4,116.65",0
05/20/2025,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,,,"-$6,366.89","$6,683.69",0
06/20/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.67,"$1,310.38",0
09/20/2025,ZEL ZELLE TO BUTTIMER JOHN,,,"-$2,000.00","$8,436.67",0
12/24/2025,DIR FEDERAL NATIONAL 9111111101  BR PAYROLL,,,"$3,393.80","$14,388.99",0
09/10/2025,ZEL ZELLE FROM Insu UPS,,,$47.85,"$7,156.23",0
09/16/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$18.27,"$4,481.28",0
01/28/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$309.44,"$11,720.90",0
04/03/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.50,"$12,872.43",0
09/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$555.00,"$4,499.55",0
11/24/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.88,"$9,949.89",0
05/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$40.00,"$13,878.60",0
09/08/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$185.00,"$7,325.44",0
08/31/2025,INT INTEREST CREDIT,,,$0.47,"$4,613.81",0
06/30/2025,INT INTEREST CREDIT,,,$0.29,"$3,103.06",0
08/07/2024,DIR FANNIE MAE 9111111101  BR DIRECT DEP,,,"$1,332.95","$10,426.13",0
04/16/2025,DIR NOTIFICATION  PRE AUTH CREDIT  BR FEDERAL NATIONAL 091000,,,$0.00,"$10,889.05",0
03/18/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.48,"$9,142.20",0
01/27/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$200.00,"$12,030.34",0
04/17/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,132.23","$13,016.03",0
08/02/2024,ZEL ZELLE TO LIU BAOZHU,,,"-$1,650.00","$9,116.46",1
08/19/2025,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,,,-$52.89,"$3,816.04",0
09/01/2025,ZEL ZELLE TO LIU BAOZHU,,,"-$1,750.00","$2,863.81",1
05/06/2025,ZEL ZELLE FROM MARTINEZ JARON,,,$100.00,"$14,194.81",0
08/26/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$12.82,"$5,155.19",0
01/24/2025,ZEL ZELLE TO GEORGE,,,-$272.50,"$12,240.07",0
04/12/2025,ZEL ZELLE TO MASIAS ALEJANDRO,,,-$955.00,"$10,374.06",0
12/16/2024,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,,,"-$3,128.18","$11,399.60",0
12/03/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.98,"$13,323.40",0
10/22/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$1.69,"$16,200.47",0
12/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$10.20,"$10,980.90",0
06/12/2025,DIR FEDERAL NATIONAL 9111111101  BR DIRECT DEP,,,"$2,132.23","$5,711.47",0
10/03/2024,ZEL ZELLE FROM LI PING,,,"$2,290.60","$16,174.61",0
07/31/2024,INT INTEREST CREDIT,,,$0.83,"$10,766.46",0
02/04/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$330.00,"$9,061.98",0
12/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.94,"$10,957.58",0
11/01/2024,DIR OTAKORP INC 2251800552  BR Gofer Reim,,,$85.00,"$11,712.92",0
09/11/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$425.00,"$6,406.23",0
11/12/2025,ECK AMEX EPAYMENT 0005000040  BR ACH PMT,,,"-$1,381.97","$9,246.81",0
01/31/2025,INT INTEREST CREDIT,,,$1.08,"$11,721.98",0
06/11/2025,ECK DISCOVER 2510020270  BR E PAYMENT,,,-$0.99,"$3,579.24",0
12/17/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.80,"$10,964.52",0
06/20/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.39,"$1,324.14",0
04/25/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$130.00,"$11,961.59",0
06/09/2025,DIR VENMO 5264681992  BR CASHOUT,,,$235.78,"$5,258.82",0
07/08/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$600.00,"$2,495.06",0
09/08/2025,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$2.98,"$7,322.46",0
06/09/2025,ECK Forbright Bank 055003612  BR ACH Trans,,,"-$2,000.00","$4,101.21",0
03/06/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$15.93,"$12,572.43",0
05/19/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$320.00,"$13,276.58",0
10/14/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.23,"$17,098.20",0
05/20/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$8.89,"$6,488.80",0
04/08/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$6.51,"$11,337.62",0
03/27/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$7.10,"$11,043.10",0
08/08/2025,ECK DISCOVER 3510020270  BR E PAYMENT,,,-$2.98,"$6,491.52",0
05/11/2025,ZEL ZELLE FROM WANG JOYCE,,,"$1,000.00","$13,441.83",0
12/27/2024,DIR PTC EZ PASS AUTO 0383913206  BR PAYMENT,,,-$70.00,"$14,765.05",0
08/05/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$9.74,"$3,990.55",0
07/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$350.00,$128.66,0
07/03/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$40.00,"$3,063.06",0
09/09/2025,ZEL ZELLE TO GEORGE,,,-$214.08,"$7,108.38",0
08/10/2025,ZEL ZELLE FROM LI PING,,,$550.00,"$7,041.52",0
04/15/2025,ECK VENMO 3264681992  BR PAYMENT,,,-$825.00,"$11,069.05",0
